TP,Add_to_black_list,FP,candidate,ADJ,count_nct,is_mab,is_therapy,sentence,sents,_ids,link_to_ct_gov
1,,,azithromycin,FALSE,3,FALSE,FALSE,"A Single-blinded, Randomized, Placebo Controlled Phase II Trial of Prophylactic Treatment With Oral Azithromycin Versus Placebo in Cancer Patients Undergoing Antineoplastic Treatment During the Corona Virus Disease 19 (COVID-19) Pandemic.","{'A Single-blinded, Randomized, Placebo Controlled Phase II Trial of Prophylactic Treatment With Oral Azithromycin Versus Placebo in Cancer Patients Undergoing Antineoplastic Treatment During the Corona Virus Disease 19 (COVID-19) Pandemic.', 'Hydroxychloroquine in Combination With Azithromycin or Sirolimus for Treating COVID-19 Patients:', 'Anecdotal data and some prospective results suggested a role of antimalarial drugs (chloroquine and hydroxychloroquine) in the treatment of this disease with best available data showing value of adding azithromycin.', 'Treatments have been administered to patients with COVID-19 in order to control viral infection, among them: Chloroquine (CQ) and Hydroxychloroquine (HCQ), Lopinavir/Ritonavir (Lop/r), Remdesivir, Favipavir, acting over bacterial co-infection Azithromycin (Azithro), or modifying the inflammatory response of the host (Tocilizumab).'}","{'NCT04359095', 'NCT04374903', 'NCT04369365'}",NCT04359095
,1,,afp,FALSE,1,FALSE,FALSE,A Study of AFP Specific T Cell Receptor Transduced T Cells Injection in Unresectable Hepatocellular Carcinoma.,{'A Study of AFP Specific T Cell Receptor Transduced T Cells Injection in Unresectable Hepatocellular Carcinoma.'},{'NCT04368182'},NCT04368182
1,,,tegio,FALSE,1,FALSE,FALSE,"A Study on the Efficacy and Safety of Camrelizumab for Injection, Apatinib Mesylate and Tegio for First-line Refractory Patients With Advanced Gastric Cancer.","{'A Study on the Efficacy and Safety of Camrelizumab for Injection, Apatinib Mesylate and Tegio for First-line Refractory Patients With Advanced Gastric Cancer.', 'This is a prospective, single-center, single-arm, open-label clinical study, aiming at evaluating the efficacy and safety of camrelizumab for injection, apatinib mesylate and tegio for first-line refractory patients with advanced gastric cancer'}",{'NCT04345783'},NCT04345783
1,,,c-tcr055,FALSE,1,FALSE,FALSE,A study that aimed to assess the safety and anti-tumor activity of C-TCR055 injection in unresectable HCC patients,{'A study that aimed to assess the safety and anti-tumor activity of C-TCR055 injection in unresectable HCC patients'},{'NCT04368182'},NCT04368182
1,,,ab-16b5,FALSE,1,FALSE,FALSE,All recruited patients will receive AB-16B5 at a dose of 12 mg/kg once weekly combined with docetaxel at a dose of 75 mg/m2 once every 3 weeks,"{'All recruited patients will receive AB-16B5 at a dose of 12 mg/kg once weekly combined with docetaxel at a dose of 75 mg/m2 once every 3 weeks', 'A Phase II Study of AB-16B5 Combined With Docetaxel in Previously Treated Subjects With Metastatic Non-Small Cell Lung Cancer.'}",{'NCT04364620'},NCT04364620
1,,,almonertinib,FALSE,1,FALSE,FALSE,Almonertinib Versus Paclitaxel Plus Carboplatin as First-line Treatment in Patients With Epidermal Growth Factor Receptor (EGFR) Mutation Positive Locally Advanced or Metastatic Pulmonary Adenosquamous Carcinoma:,{'Almonertinib Versus Paclitaxel Plus Carboplatin as First-line Treatment in Patients With Epidermal Growth Factor Receptor (EGFR) Mutation Positive Locally Advanced or Metastatic Pulmonary Adenosquamous Carcinoma:'},{'NCT04354961'},NCT04354961
1,,,nerofe,FALSE,1,FALSE,FALSE,"An Open-Label Phase 1b Study of NEROFE, a Novel Hormone-Peptide in Adult Patients With Advanced Myelodysplastic Syndrome (MDS) and Acute Myelogenous Leukemia (AML).","{'An Open-Label Phase 1b Study of NEROFE, a Novel Hormone-Peptide in Adult Patients With Advanced Myelodysplastic Syndrome (MDS) and Acute Myelogenous Leukemia (AML).', 'This is an open-label Phase 1b study of NEROFE following a traditional 3+3 design to assess safety and to determine the Recommended Phase 2 Dose (RP2D) of NEROFE in patients with MDS or AML.', 'IV NEROFE will be administered three times per week on alternate days.'}",{'NCT04365179'},NCT04365179
1,,,fasturtec,FALSE,1,FALSE,FALSE,"An Open-label, Single-arm, Multi-center Study to Evaluate the Efficacy and Safety of Rasburicase (Fasturtec) in the Prevention and Treatment of Hyperuricemia in Pediatric Patients With Non-Hodgkin¿s Lymphoma and Acute Leukemia.","{'An Open-label, Single-arm, Multi-center Study to Evaluate the Efficacy and Safety of Rasburicase (Fasturtec) in the Prevention and Treatment of Hyperuricemia in Pediatric Patients With Non-Hodgkin¿s Lymphoma and Acute Leukemia.'}",{'NCT04349306'},NCT04349306
1,,,sctil210,FALSE,1,FALSE,FALSE,"An Open-lable,Single-arm,Single-dose Escalation and Multiple-dose Expansion Clinical Study of Cell Therapy to Observe and Evaluate the Tolerance,Pharmacokinetic Characteristics,Safety and Efficacy of ScTIL210 in the Treatment of Melanoma.","{'An Open-lable,Single-arm,Single-dose Escalation and Multiple-dose Expansion Clinical Study of Cell Therapy to Observe and Evaluate the Tolerance,Pharmacokinetic Characteristics,Safety and Efficacy of ScTIL210 in the Treatment of Melanoma.'}",{'NCT04357509'},NCT04357509
,1,,pld,FALSE,2,FALSE,FALSE,"Apatinib Combined With PLD vs PLD for Platinum-resistant Recurrent Ovarian Cancer(APPROVE): a Randomized, Controlled, Open-label, Phase 2 Trial.","{'Apatinib Combined With PLD vs PLD for Platinum-resistant Recurrent Ovarian Cancer(APPROVE): a Randomized, Controlled, Open-label, Phase 2 Trial.', 'This study sought to assess the efficacy and safety of the combination therapy of apatinib and PLD, clarifying whether combination therapy could improve the outcomes of patients with platinum-resistant recurrent ovarian cancer', 'Therefore, we designed this phase II trial with PLD and 5-Fu to compare irinotecan monotherapy in the second-line treatment'}","{'NCT04358341', 'NCT04348032'}",NCT04358341
,1,,abi,FALSE,1,FALSE,FALSE,"Asymptomatic men without pain due to prostate cancer progressing with metastatic CRPC after treatment with combination or sequential ADT + Abi will be treated on a randomized, open label study to determine if sequential treatment with high dose T and Enza will improve primary and secondary objectives vs. continuous Enza as standard therapy","{'Asymptomatic men without pain due to prostate cancer progressing with metastatic CRPC after treatment with combination or sequential ADT + Abi will be treated on a randomized, open label study to determine if sequential treatment with high dose T and Enza will improve primary and secondary objectives vs. continuous Enza as standard therapy'}",{'NCT04363164'},NCT04363164
,1,,enza,FALSE,1,FALSE,FALSE,"Asymptomatic men without pain due to prostate cancer progressing with metastatic CRPC after treatment with combination or sequential ADT + Abi will be treated on a randomized, open label study to determine if sequential treatment with high dose T and Enza will improve primary and secondary objectives vs. continuous Enza as standard therapy","{'Asymptomatic men without pain due to prostate cancer progressing with metastatic CRPC after treatment with combination or sequential ADT + Abi will be treated on a randomized, open label study to determine if sequential treatment with high dose T and Enza will improve primary and secondary objectives vs. continuous Enza as standard therapy'}",{'NCT04363164'},NCT04363164
1,,,alvocade,FALSE,1,FALSE,FALSE,"Bortezomib considered the standard of care for treating multiple myeloma patients, we aimed to assess the safety and efficacy of newly approved drug (Alvocade ®) in Iraq, in newly diagnosed patients","{'Bortezomib considered the standard of care for treating multiple myeloma patients, we aimed to assess the safety and efficacy of newly approved drug (Alvocade ®) in Iraq, in newly diagnosed patients'}",{'NCT04348006'},NCT04348006
,1,,camrelizumab（shr-1210,FALSE,1,TRUE,FALSE,Camrelizumab（SHR-1210） in this study is a Chinese anti-PD-1 monoclonal antibody for injection which has been approved for melanoma and Hepatocellular carcinoma.,{'Camrelizumab（SHR-1210） in this study is a Chinese anti-PD-1 monoclonal antibody for injection which has been approved for melanoma and Hepatocellular carcinoma.'},{'NCT04367025'},NCT04367025
,1,,car-t,FALSE,2,FALSE,FALSE,Clinical Study of CEA-Targeted CAR-T Therapy in Patients With Relapsed and Refractory CEA+ Cancer.,"{'Clinical Study of CEA-Targeted CAR-T Therapy in Patients With Relapsed and Refractory CEA+ Cancer.', 'At the same time, combined with four generations of CAR-T cells and PD1 monoclonal antibody, PD1 / PDL1 signal pathway was blocked, anti-tumor effect of CAR-T was improved, and immune response and long-term remission rate of DLBCL were improved'}","{'NCT04348643', 'NCT04381741'}",NCT04348643
,1,,pyridine,FALSE,1,FALSE,FALSE,"Compared with imatinib, it introduced trifluoromethyl, substituted pyridine ring for benzene ring, and kept the direction of amide bond, which made the inhibitory effect of flumatinib on common kinase mutations significantly better than that of imatinib.","{'Compared with imatinib, it introduced trifluoromethyl, substituted pyridine ring for benzene ring, and kept the direction of amide bond, which made the inhibitory effect of flumatinib on common kinase mutations significantly better than that of imatinib.'}",{'NCT04375683'},NCT04375683
,,1,hcq,FALSE,3,FALSE,FALSE,COVID19-HOPE trial will randomize patients to 2 arms: HCQ/AZ (Arm A) and HCQ/SIR (Arm B).,"{'COVID19-HOPE trial will randomize patients to 2 arms: HCQ/AZ (Arm A) and HCQ/SIR (Arm B).', 'This study is evaluating the safety and efficacy of combining the study drug LY3214996 with hydroxychloroquine sulfate (HCQ) in patients with advanced pancreatic cancer', 'Treatments have been administered to patients with COVID-19 in order to control viral infection, among them: Chloroquine (CQ) and Hydroxychloroquine (HCQ), Lopinavir/Ritonavir (Lop/r), Remdesivir, Favipavir, acting over bacterial co-infection Azithromycin (Azithro), or modifying the inflammatory response of the host (Tocilizumab).'}","{'NCT04359095', 'NCT04386057', 'NCT04374903'}",NCT04359095
,,1,sir,FALSE,1,FALSE,FALSE,COVID19-HOPE trial will randomize patients to 2 arms: HCQ/AZ (Arm A) and HCQ/SIR (Arm B).,{'COVID19-HOPE trial will randomize patients to 2 arms: HCQ/AZ (Arm A) and HCQ/SIR (Arm B).'},{'NCT04374903'},NCT04374903
,,1,az,FALSE,1,FALSE,FALSE,COVID19-HOPE trial will randomize patients to 2 arms: HCQ/AZ (Arm A) and HCQ/SIR (Arm B).,{'COVID19-HOPE trial will randomize patients to 2 arms: HCQ/AZ (Arm A) and HCQ/SIR (Arm B).'},{'NCT04374903'},NCT04374903
,1,,t-dxd,FALSE,1,FALSE,FALSE,"DESTINY-Gastric03 will investigate the safety, tolerability, pharmacokinetics, immunogenicity, and preliminary antitumor activity of trastuzumab deruxtecan (T-DXd) alone or in combination with chemotherapy and/or durvalumab in HER2-positive advanced/metastatic gastric/gastroesophageal junction (GEJ) adenocarcinoma patients.","{'DESTINY-Gastric03 will investigate the safety, tolerability, pharmacokinetics, immunogenicity, and preliminary antitumor activity of trastuzumab deruxtecan (T-DXd) alone or in combination with chemotherapy and/or durvalumab in HER2-positive advanced/metastatic gastric/gastroesophageal junction (GEJ) adenocarcinoma patients.', 'T-DXd in combination with cytotoxic chemotherapy or immune checkpoint inhibitor administered to HER2-positive gastric/GEJ cancer patients who have not received prior treatment for advanced/metastatic disease will show preliminary evidence of anti-tumour activity and the potential to become a therapeutic option for this patient population', 'Study hypotheses: Combination of T-DXd with cytotoxic chemotherapy and/or durvalumab administered to subjects at the recommended phase 2 dose will show manageable safety and tolerability and preliminary anti-tumor efficacy so as to permit further clinical testing.', 'A Phase 1b/2 Multicenter, Open-label, Dose-escalation and Dose-expansion Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Immunogenicity, and Antitumor Activity of Trastuzumab Deruxtecan (T-DXd) Monotherapy and Combinations in Adult Participants With HER2 Overexpressing Gastric Cancer (DESTINY-Gastric03).'}",{'NCT04379596'},NCT04379596
,,1,sodium,FALSE,1,FALSE,FALSE,Effect of Sunitinib Treatment on Tissue Sodium Accumulation in Patients With Renal Cancer: a Pilot Study.,"{'Effect of Sunitinib Treatment on Tissue Sodium Accumulation in Patients With Renal Cancer: a Pilot Study.', 'Here, it is investigated how sunitinib, a tyrosine kinase-inhibitor targeting vascular endothelial growth factor receptors, might influence sodium homeostasis in the skin and if this is related to a well-described treatment side-effect of sunitinib, hypertension'}",{'NCT04368546'},NCT04368546
,1,,camrelizumabin,FALSE,1,TRUE,FALSE,Efficacy and Safety of Perioperative Chemotherapy Plus PD-1 Antibody (Camrelizumabin) the Locally Advanced Adenocarcinoma of Stomach or Gastroesophageal Junction.,{'Efficacy and Safety of Perioperative Chemotherapy Plus PD-1 Antibody (Camrelizumabin) the Locally Advanced Adenocarcinoma of Stomach or Gastroesophageal Junction.'},{'NCT04367025'},NCT04367025
,1,,erapa,FALSE,1,FALSE,FALSE,eRapa (encapsulated rapamycin) will be investigated for secondary prevention in patients with diagnosed non-muscle invasive bladder cancer (NMIBC) through a phase II double-blind randomized controlled trial of long-term (one year) prevention with eRapa versus placebo.,"{'eRapa (encapsulated rapamycin) will be investigated for secondary prevention in patients with diagnosed non-muscle invasive bladder cancer (NMIBC) through a phase II double-blind randomized controlled trial of long-term (one year) prevention with eRapa versus placebo.', 'Phase II Trial of Encapsulated Rapamycin (eRapa) for Bladder Cancer Prevention.'}",{'NCT04375813'},NCT04375813
1,,,w_pro1,FALSE,1,FALSE,FALSE,"First-in-human, Dose Titration and Expansion Trial to Evaluate Safety, Immunogenicity and Preliminary Efficacy of W_pro1 in Patients With Metastatic Castration Resistant Prostate Cancer and W_pro1 in Combination With Cemiplimab and/or Goserelin Acetate in Patients With High-risk, Localized Prostate Cancer.","{'First-in-human, Dose Titration and Expansion Trial to Evaluate Safety, Immunogenicity and Preliminary Efficacy of W_pro1 in Patients With Metastatic Castration Resistant Prostate Cancer and W_pro1 in Combination With Cemiplimab and/or Goserelin Acetate in Patients With High-risk, Localized Prostate Cancer.'}",{'NCT04382898'},NCT04382898
,1,,azithro,FALSE,1,FALSE,FALSE,"Four interventions have been defined: I1 HCQ, I2 HCQ plus Lop/r, I3 HCQ plus Azithro and I4 standard treatment.","{'Four interventions have been defined: I1 HCQ, I2 HCQ plus Lop/r, I3 HCQ plus Azithro and I4 standard treatment.', 'Treatments have been administered to patients with COVID-19 in order to control viral infection, among them: Chloroquine (CQ) and Hydroxychloroquine (HCQ), Lopinavir/Ritonavir (Lop/r), Remdesivir, Favipavir, acting over bacterial co-infection Azithromycin (Azithro), or modifying the inflammatory response of the host (Tocilizumab).'}",{'NCT04359095'},NCT04359095
,,1,gs,FALSE,1,FALSE,FALSE,"Gemcitabine plus S-1 (GS) will be administered initially, and then CA 19-9 will be evaluated.","{'Gemcitabine plus S-1 (GS) will be administered initially, and then CA 19-9 will be evaluated.'}",{'NCT04377048'},NCT04377048
,,1,ala,FALSE,1,FALSE,FALSE,"However, with administration of ALA, which has been shown to be selectively concentrated in neoplastic cells, it is reasonable to expect responses in the target lesion(s) with relative sparing of nearby normal structures.","{'However, with administration of ALA, which has been shown to be selectively concentrated in neoplastic cells, it is reasonable to expect responses in the target lesion(s) with relative sparing of nearby normal structures.'}",{'NCT04381806'},NCT04381806
1,,,tranexamic acid,FALSE,2,FALSE,FALSE,"In order to reduce bleeding, we're planning to use tranexamic acid in the operations.","{""In order to reduce bleeding, we're planning to use tranexamic acid in the operations."", 'Effect of Tranexamic Acid Infusion to Reduce Intraoperative Blood Loss in Large Meningioma: A Prospective Randomized Double-blind Control Study.', 'Efficacy and Safety of Tranexamic Acid in Cytoreductive Surgery for Ovarian Cancer.', 'Tranexamic acid has been used in surgery for more than 30 years.', 'In this experiment, we will observe the efficacy of tranexamic acid in cytoreductive surgery for ovarian cancer, find the best dosage which can reach the desired effect, and the possible side-effect', 'In neurosurgical setting, a large sample size trials of tranexamic acid (TXA) has been limited to TBI and SAH.'}","{'NCT04360629', 'NCT04386642'}",NCT04360629
1,,,itacinib,FALSE,1,FALSE,FALSE,"Itacinib is a protein inhibitor of the tyrosine kinase, JAK1, which is believed to enable cancer cells to metastasise to other parts of the body","{'Itacinib is a protein inhibitor of the tyrosine kinase, JAK1, which is believed to enable cancer cells to metastasise to other parts of the body'}",{'NCT04358185'},NCT04358185
1,,,bupivacaine,FALSE,2,FALSE,FALSE,"Lidocaine is the most commonly used anesthetic in MMS, but bupivacaine has been shown in other surgical specialties to be an effective adjuvant to reduce post-operative pain and opioid use when injected locally in the immediate postoperative period.","{'Lidocaine is the most commonly used anesthetic in MMS, but bupivacaine has been shown in other surgical specialties to be an effective adjuvant to reduce post-operative pain and opioid use when injected locally in the immediate postoperative period.', 'Use of Liposomal Bupivacaine (Exparel) In Expedited Recovery Following Lower Extremity Amputation.', 'The investigators plan a single-blinded prospective, randomized, controlled trial to determine if post-operative wound infiltration of bupivacaine versus normal saline improves post-operative pain and decreases need for post-operative pain medications including both narcotic and nonnarcotic analgesics', 'Randomized Trial of Bupivacaine as Adjuvant for Post-operative Pain in Mohs Micrographic Surgery.', 'Bupivacaine has also been shown to reduce intra-operative pain during MMS.', 'The purpose of this investigator-initiated study is to assess the use of liposomal bupivacaine in major extremity amputation and its effects on post-operative opioid narcotic use, length of stay, and in-hospital costs.', 'Application of liposomal bupivacaine in extremity amputation is not well described.', 'Liposomal bupivacaine is an encapsulated, injectable amide anesthetic intended for use in long-acting local anesthesia.', 'Patients will receive targeted injections of liposomal bupivacaine during their procedure.'}","{'NCT04362566', 'NCT04360421'}",NCT04362566
,,1,amide,FALSE,1,FALSE,FALSE,"Liposomal bupivacaine is an encapsulated, injectable amide anesthetic intended for use in long-acting local anesthesia.","{'Liposomal bupivacaine is an encapsulated, injectable amide anesthetic intended for use in long-acting local anesthesia.'}",{'NCT04360421'},NCT04360421
,,1,hyperpolarized,FALSE,1,FALSE,FALSE,Magnetic Resonance (MR) Imaging With Hyperpolarized Pyruvate (13C) as a Diagnostic and Response Monitoring Imaging Tool in Advanced Prostate Cancer.,{'Magnetic Resonance (MR) Imaging With Hyperpolarized Pyruvate (13C) as a Diagnostic and Response Monitoring Imaging Tool in Advanced Prostate Cancer.'},{'NCT04346225'},NCT04346225
1,,,fluorescein sodium,FALSE,1,FALSE,FALSE,Microscopic Fluorescence-guided Vestibular Schwannoma Resection Using Fluorescein Sodium and YELLOW 560.,{'Microscopic Fluorescence-guided Vestibular Schwannoma Resection Using Fluorescein Sodium and YELLOW 560.'},{'NCT04351373'},NCT04351373
,1,,oncr-177-101,FALSE,1,FALSE,FALSE,"ONCR-177-101 is a phase 1, open-label, multi-center, dose escalation and expansion study of ONCR-177, an oncolytic Herpes Simplex Virus for intratumoral injection, alone and in combination with PD-1 blockade in adult subjects with advanced and/or refractory cutaneous, subcutaneous or metastatic nodal solid tumors.","{'ONCR-177-101 is a phase 1, open-label, multi-center, dose escalation and expansion study of ONCR-177, an oncolytic Herpes Simplex Virus for intratumoral injection, alone and in combination with PD-1 blockade in adult subjects with advanced and/or refractory cutaneous, subcutaneous or metastatic nodal solid tumors.'}",{'NCT04348916'},NCT04348916
