TP,Add_to_black_list,FP,candidate,ADJ,count_nct,is_mab,is_therapy,sentence,sents,_ids,link_to_ct_gov
,1,,testosteronegel,FALSE,1,FALSE,FALSE,"The study aims to assess whether low levels of testosterone in the blood of patients cured for aggressive lymphoma, can be effectively treated with Testosteronegel, and if treatment with Testosterone can improve their general quality of life.","{'The study aims to assess whether low levels of testosterone in the blood of patients cured for aggressive lymphoma, can be effectively treated with Testosteronegel, and if treatment with Testosterone can improve their general quality of life.'}",{'NCT04492553'},NCT04492553
,1,,amethista,FALSE,1,FALSE,FALSE,"A Phase IIIB, Single Arm, Multicenter Study of Atezolizumab (Tecentriq) in Combination With Bevacizumab to Investigate Safety and Efficacy in Patients With Unresectable Hepatocellular Carcinoma Not Previously Treated With Systemic Therapy-Amethista.","{'A Phase IIIB, Single Arm, Multicenter Study of Atezolizumab (Tecentriq) in Combination With Bevacizumab to Investigate Safety and Efficacy in Patients With Unresectable Hepatocellular Carcinoma Not Previously Treated With Systemic Therapy-Amethista.'}",{'NCT04487067'},NCT04487067
,1,,testogel,FALSE,1,FALSE,FALSE,"Patient sexuality and quality of life is measured by three questionnaires, and serum testosterone level, during one year of treatment with Testogel.","{'Patient sexuality and quality of life is measured by three questionnaires, and serum testosterone level, during one year of treatment with Testogel.'}",{'NCT04492553'},NCT04492553
,1,,intrarosa®,FALSE,1,FALSE,FALSE,"The purpose of this research is to gather information on the safety and effectiveness of Intrarosa®, also known as Dehydroepiandrosterone (DHEA), and prasterone.","{'The purpose of this research is to gather information on the safety and effectiveness of Intrarosa®, also known as Dehydroepiandrosterone (DHEA), and prasterone.'}",{'NCT04493333'},NCT04493333
,1,,prasterone,FALSE,1,FALSE,FALSE,"The purpose of this research is to gather information on the safety and effectiveness of Intrarosa®, also known as Dehydroepiandrosterone (DHEA), and prasterone.","{'The purpose of this research is to gather information on the safety and effectiveness of Intrarosa®, also known as Dehydroepiandrosterone (DHEA), and prasterone.'}",{'NCT04493333'},NCT04493333
,1,,dehydroepiandrosterone,FALSE,1,FALSE,FALSE,Comparison of Vaginal Dehydroepiandrosterone (DHEA) to Control for Treatment of Vaginal Symptoms in Postmenopausal Breast Cancer Survivors on Aromatase Inhibitors: A Phase II Randomized Trial.,"{'Comparison of Vaginal Dehydroepiandrosterone (DHEA) to Control for Treatment of Vaginal Symptoms in Postmenopausal Breast Cancer Survivors on Aromatase Inhibitors: A Phase II Randomized Trial.', 'The purpose of this research is to gather information on the safety and effectiveness of Intrarosa®, also known as Dehydroepiandrosterone (DHEA), and prasterone.'}",{'NCT04493333'},NCT04493333
,1,,dhea,FALSE,1,FALSE,FALSE,Comparison of Vaginal Dehydroepiandrosterone (DHEA) to Control for Treatment of Vaginal Symptoms in Postmenopausal Breast Cancer Survivors on Aromatase Inhibitors: A Phase II Randomized Trial.,"{'Comparison of Vaginal Dehydroepiandrosterone (DHEA) to Control for Treatment of Vaginal Symptoms in Postmenopausal Breast Cancer Survivors on Aromatase Inhibitors: A Phase II Randomized Trial.', 'The purpose of this research is to gather information on the safety and effectiveness of Intrarosa®, also known as Dehydroepiandrosterone (DHEA), and prasterone.'}",{'NCT04493333'},NCT04493333
,,,triapine,FALSE,1,FALSE,FALSE,Triapine may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.,"{'Triapine may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.', 'This early phase I trial investigates the response of the anti-cancer drug, triapine, in uterine cancers by using markers from tissue samples at the time of removal of the uterus, ovaries, and fallopian tubes (hysterectomy and bilateral salpingo-oophorectomy).', 'A Phase 0 Window-of-Opportunity Pharmacodynamic Trial of Triapine (NSC# 663249) in Uterine Corpus Serous Adenocarcinoma.', 'Adding triapine to the usual approach of surgery followed by chemotherapy alone or in combination with radiation therapy may help to slow the growth of uterine cancer'}",{'NCT04494113'},NCT04494113
,,,nsc# 663249,FALSE,1,FALSE,FALSE,A Phase 0 Window-of-Opportunity Pharmacodynamic Trial of Triapine (NSC# 663249) in Uterine Corpus Serous Adenocarcinoma.,{'A Phase 0 Window-of-Opportunity Pharmacodynamic Trial of Triapine (NSC# 663249) in Uterine Corpus Serous Adenocarcinoma.'},{'NCT04494113'},NCT04494113
,,,gmci,FALSE,1,FALSE,FALSE,GMCI kills tumor cells and creates an immune stimulatory environment in the tumor.,"{'GMCI kills tumor cells and creates an immune stimulatory environment in the tumor.', 'The hypothesis is that the combination of GMCI and ICI may improve the response rate and overall clinical long-term benefit for NSCLC patients'}",{'NCT04495153'},NCT04495153
,,,tst001,FALSE,1,FALSE,FALSE,"Phase I Clinical Study to Assess the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of TST001 - Claudin18.2 Monoclonal Antibody in the Treatment of Advanced Unresectable or Metastatic Local Solid Tumors.","{'Phase I Clinical Study to Assess the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of TST001 - Claudin18.2 Monoclonal Antibody in the Treatment of Advanced Unresectable or Metastatic Local Solid Tumors.', 'This is an open label Phase 1, First in Human trial of TST001, a recombinant humanized anti-Claudin 18.2 (CLDN18.2) IgG1 monoclonal antibody.'}",{'NCT04495296'},NCT04495296
,,,mrg002,FALSE,1,FALSE,FALSE,"An Open-Label, Multi-center Phase I/II Dose Escalation and Expansion Study to Assess the Safety, Efficacy and Pharmacokinetics of MRG002 in Patients With HER2-Positive Advanced Solid Tumors and Locally Advanced or Metastatic Gastric/Gastroesophageal Junction (GEJ) Cancer.","{'An Open-Label, Multi-center Phase I/II Dose Escalation and Expansion Study to Assess the Safety, Efficacy and Pharmacokinetics of MRG002 in Patients With HER2-Positive Advanced Solid Tumors and Locally Advanced or Metastatic Gastric/Gastroesophageal Junction (GEJ) Cancer.', 'The objective of this study is to assess the safety, efficacy, and pharmacokinetics of MRG002, as well as the immunogenicity as defined by the incidence of anti-drug antibody (ADA) of MRG002 in patients with HER2-positive advanced solid tumors and locally advanced or metastatic gastric/gastroesophageal junction (GEJ) cancer'}",{'NCT04492488'},NCT04492488
