TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,_ids,link_to_ct_gov
1,,deb-tace,FALSE,1,FALSE,FALSE,{'NCT04229355'},NCT04229355
,1,gti-4419-,FALSE,1,FALSE,FALSE,{'NCT04225026'},NCT04225026
1,,gc4419,FALSE,1,FALSE,FALSE,{'NCT04225026'},NCT04225026
,1,patients,FALSE,1,FALSE,FALSE,{'NCT04214249'},NCT04214249
1,,azd9833,FALSE,1,FALSE,FALSE,{'NCT04214288'},NCT04214288
,1,icis,FALSE,1,FALSE,FALSE,{'NCT04220034'},NCT04220034
,1,adoptive cell therapy,FALSE,1,FALSE,TRUE,{'NCT04217473'},NCT04217473
,1,adenovirus,FALSE,1,FALSE,FALSE,{'NCT04217473'},NCT04217473
,1,t-cell therapy,FALSE,1,FALSE,TRUE,{'NCT04217473'},NCT04217473
,1,added,FALSE,1,FALSE,FALSE,{'NCT04214249'},NCT04214249
1,,memantine,FALSE,1,FALSE,FALSE,{'NCT04217694'},NCT04217694
1,,pralsetinib,FALSE,1,FALSE,FALSE,{'NCT04222972'},NCT04222972
,1,immune checkpoint blockade,FALSE,1,FALSE,FALSE,{'NCT04214418'},NCT04214418
,1,anthrocycline,FALSE,1,FALSE,FALSE,{'NCT04216472'},NCT04216472
1,,amr101,FALSE,1,FALSE,FALSE,{'NCT04216251'},NCT04216251
1,,pantoprazole,FALSE,1,FALSE,FALSE,{'NCT04217512'},NCT04217512
,1,gel,FALSE,1,FALSE,FALSE,{'NCT04218825'},NCT04218825
,1,alkotinib capsule,FALSE,1,FALSE,FALSE,{'NCT04211922'},NCT04211922
1,,alkotinib,FALSE,1,FALSE,FALSE,{'NCT04211922'},NCT04211922
,1,prior alk-directed therapy,FALSE,1,FALSE,TRUE,{'NCT04227028'},NCT04227028
1,,cta101 ucar-t cell injection,FALSE,1,FALSE,FALSE,{'NCT04227015'},NCT04227015
,1,ct,FALSE,1,FALSE,FALSE,{'NCT04226989'},NCT04226989
,1,rd06,FALSE,1,FALSE,FALSE,{'NCT04226989'},NCT04226989
,1,tookad,FALSE,1,FALSE,FALSE,{'NCT04225299'},NCT04225299
1,,bgb-a445,FALSE,1,FALSE,FALSE,{'NCT04215978'},NCT04215978
,1,cl gel,FALSE,1,FALSE,FALSE,{'NCT04218825'},NCT04218825
,1,atezo,FALSE,1,FALSE,FALSE,{'NCT04224636'},NCT04224636
,1,cx11,FALSE,1,FALSE,FALSE,{'NCT04221945'},NCT04221945
,1,pld,FALSE,1,FALSE,FALSE,{'NCT04213612'},NCT04213612
,1,quikin,FALSE,1,FALSE,FALSE,{'NCT04213469'},NCT04213469
1,,cd19-cart,FALSE,1,FALSE,FALSE,{'NCT04213469'},NCT04213469
,1,-cart,FALSE,1,FALSE,FALSE,{'NCT04213469'},NCT04213469
,1,anti-pd1,FALSE,1,FALSE,FALSE,{'NCT04213404'},NCT04213404
,1,cdk 4/6 inhibitors,FALSE,1,FALSE,FALSE,{'NCT04213404'},NCT04213404
1,,loratadine,FALSE,1,FALSE,FALSE,{'NCT04211259'},NCT04211259
,1,dcrt,FALSE,1,FALSE,FALSE,{'NCT04210115'},NCT04210115
,1,donor stem cell transplantation,FALSE,1,FALSE,FALSE,{'NCT04220008'},NCT04220008
,1,hypofractionated,FALSE,1,FALSE,FALSE,{'NCT04221893'},NCT04221893
1,,immune therapy,FALSE,1,FALSE,TRUE,{'NCT04221893'},NCT04221893
1,,nanopac,FALSE,1,FALSE,FALSE,{'NCT04221828'},NCT04221828
,1,nanopac focal therapy,FALSE,1,FALSE,TRUE,{'NCT04221828'},NCT04221828
,1,allogeneic transplantation,FALSE,1,FALSE,FALSE,{'NCT04220008'},NCT04220008
,1,bev,FALSE,1,FALSE,FALSE,{'NCT04224636'},NCT04224636
,1,adding bortezomid,FALSE,1,FALSE,FALSE,{'NCT04224571'},NCT04224571
,1,6-mp,FALSE,1,FALSE,FALSE,{'NCT04228393'},NCT04228393
,1,+ monotheray plinabulin,FALSE,1,FALSE,FALSE,{'NCT04227990'},NCT04227990
1,,plinabulin,FALSE,1,FALSE,FALSE,{'NCT04227990'},NCT04227990
,1,it) mk-1454,FALSE,1,FALSE,FALSE,{'NCT04220866'},NCT04220866
1,,mk-1454,FALSE,1,FALSE,FALSE,{'NCT04220866'},NCT04220866
1,,cpi-613,FALSE,1,FALSE,FALSE,{'NCT04217317'},NCT04217317
,1,anrotinib,FALSE,1,FALSE,FALSE,{'NCT04229849'},NCT04229849
,1,h.i.p.e.c.,FALSE,1,FALSE,FALSE,{'NCT04213794'},NCT04213794
,1,ncht,FALSE,1,FALSE,FALSE,{'NCT04220398'},NCT04220398
1,,indocyanine,FALSE,1,FALSE,FALSE,{'NCT04219332'},NCT04219332
,1,radical laparoscopic,FALSE,1,FALSE,FALSE,{'NCT04219332'},NCT04219332
,1,cell neoplasm,FALSE,1,FALSE,FALSE,{'NCT04216524'},NCT04216524
,1,bpdcn,FALSE,1,FALSE,FALSE,{'NCT04216524'},NCT04216524
,1,blastic plasmacytoid dendritic cell,FALSE,1,FALSE,FALSE,{'NCT04216524'},NCT04216524
,1,chemoradiation,FALSE,1,FALSE,FALSE,{'NCT04229459'},NCT04229459
1,,anrotenib,FALSE,1,FALSE,FALSE,{'NCT04229849'},NCT04229849
1,,bortezomid,FALSE,1,FALSE,FALSE,{'NCT04224571'},NCT04224571
,1,allogeneic stem cell transplant,FALSE,1,FALSE,FALSE,{'NCT04224571'},NCT04224571
,1,chlorpromazine,FALSE,1,FALSE,FALSE,{'NCT04224441'},NCT04224441
1,,protoporphyrin ix,FALSE,1,FALSE,FALSE,{'NCT04223570'},NCT04223570
,1,ppix,FALSE,1,FALSE,FALSE,{'NCT04223570'},NCT04223570
,1,-levulinic acid,FALSE,1,FALSE,FALSE,{'NCT04223570'},NCT04223570
,1,mmc/,FALSE,1,FALSE,FALSE,{'NCT04230759'},NCT04230759
,1,erapa,FALSE,1,FALSE,FALSE,{'NCT04230499'},NCT04230499
,1,ileorectal,TRUE,1,FALSE,FALSE,{'NCT04230499'},NCT04230499
,1,best available therapy,FALSE,1,FALSE,TRUE,{'NCT04229979'},NCT04229979
