TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,_ids,link_to_ct_gov
,1,stem,FALSE,2,FALSE,FALSE,"{'NCT03993912', 'NCT03964922'}",NCT03993912
,1,tils,FALSE,2,FALSE,FALSE,"{'NCT03903887', 'NCT03904537'}",NCT03903887
,1,checkpoint inhibitor therapy,FALSE,2,FALSE,TRUE,"{'NCT03906071', 'NCT03853317'}",NCT03906071
,1,aromatase inhibitors,FALSE,2,FALSE,FALSE,"{'NCT04012918', 'NCT03910712'}",NCT04012918
,1,cd19-car-,FALSE,2,FALSE,FALSE,"{'NCT03932955', 'NCT03952923'}",NCT03932955
1,,temferon,FALSE,2,FALSE,FALSE,"{'NCT03866109', 'NCT03875495'}",NCT03866109
1,,interferon,FALSE,2,FALSE,FALSE,"{'NCT03882203', 'NCT03899987'}",NCT03882203
,1,guided radiation therapy,FALSE,2,FALSE,TRUE,"{'NCT03936179', 'NCT03880851'}",NCT03936179
,1,advanced therapy,FALSE,2,FALSE,TRUE,"{'NCT03866109', 'NCT03875495'}",NCT03866109
,1,pre,FALSE,2,FALSE,FALSE,"{'NCT03879109', 'NCT03819985'}",NCT03879109
,1,lidocaine,FALSE,2,FALSE,FALSE,"{'NCT03801031', 'NCT03871478'}",NCT03801031
,1,-177 (177lu,FALSE,2,FALSE,FALSE,"{'NCT03828838', 'NCT04029428'}",NCT03828838
,1,pd1-t,FALSE,2,FALSE,FALSE,"{'NCT03944980', 'NCT03950154'}",NCT03944980
,1,capsule,FALSE,2,FALSE,FALSE,"{'NCT03904628', 'NCT03951571'}",NCT03904628
,1,morphine,FALSE,2,FALSE,FALSE,"{'NCT03936205', 'NCT03950817'}",NCT03936205
,1,hifu,FALSE,2,FALSE,FALSE,"{'NCT03845751', 'NCT03949517'}",NCT03845751
1,,amoxicillin,FALSE,2,FALSE,FALSE,"{'NCT03908619', 'NCT03832465'}",NCT03908619
1,,sofosbuvir,FALSE,2,FALSE,FALSE,"{'NCT03883698', 'NCT03903185'}",NCT03883698
1,,fluciclovine,TRUE,2,FALSE,FALSE,"{'NCT03868020', 'NCT03925675'}",NCT03868020
,1,definitive,TRUE,2,FALSE,FALSE,"{'NCT03978624', 'NCT03965468'}",NCT03978624
1,,tesetaxel,FALSE,2,FALSE,FALSE,"{'NCT03952325', 'NCT03858972'}",NCT03952325
,1,peptide,FALSE,2,FALSE,FALSE,"{'NCT03923257', 'NCT04029428'}",NCT03923257
,1,triple therapy,FALSE,2,FALSE,TRUE,"{'NCT03908619', 'NCT03832465'}",NCT03908619
1,,bpi-7711 capsule,FALSE,2,FALSE,FALSE,"{'NCT03866499', 'NCT03812809'}",NCT03866499
,1,chemoinfusion,FALSE,2,FALSE,FALSE,"{'NCT03851887', 'NCT03851939'}",NCT03851887
,1,adrenaline,FALSE,2,FALSE,FALSE,"{'NCT03838029', 'NCT03919461'}",NCT03838029
1,,levofloxacin,FALSE,2,FALSE,FALSE,"{'NCT03908619', 'NCT03832465'}",NCT03908619
,1,stem cell,FALSE,2,FALSE,FALSE,"{'NCT03964688', 'NCT03799224'}",NCT03964688
1,,etodolac,FALSE,2,FALSE,FALSE,"{'NCT03838029', 'NCT03919461'}",NCT03838029
,1,catecholamines,FALSE,2,FALSE,FALSE,"{'NCT03838029', 'NCT03919461'}",NCT03838029
1,,tipiracil,FALSE,2,FALSE,FALSE,"{'NCT03799731', 'NCT03974594'}",NCT03799731
1,,paricalcitol,FALSE,2,FALSE,FALSE,"{'NCT03883919', 'NCT04054362'}",NCT03883919
,1,tm,FALSE,1,FALSE,FALSE,{'NCT03805932'},NCT03805932
,1,prophylactic inhaled,FALSE,1,FALSE,FALSE,{'NCT03803787'},NCT03803787
1,,regn5678,FALSE,1,FALSE,FALSE,{'NCT03972657'},NCT03972657
,1,fap,FALSE,1,FALSE,FALSE,{'NCT03932565'},NCT03932565
,1,r),FALSE,1,FALSE,FALSE,{'NCT03805932'},NCT03805932
1,,ketamine,FALSE,1,FALSE,FALSE,{'NCT03950817'},NCT03950817
,1,fractionated radiation therapy,FALSE,1,FALSE,TRUE,{'NCT03829722'},NCT03829722
1,,cobicistat,FALSE,1,FALSE,FALSE,{'NCT03858491'},NCT03858491
,1,hdr therapy,FALSE,1,FALSE,TRUE,{'NCT03949517'},NCT03949517
,1,neoadjuvant hormone therapy,FALSE,1,FALSE,TRUE,{'NCT03971110'},NCT03971110
,1,carbon ions radiation therapy,FALSE,1,FALSE,TRUE,{'NCT03822936'},NCT03822936
,1,lobectomy,FALSE,1,FALSE,FALSE,{'NCT03953144'},NCT03953144
,1,ban,FALSE,1,FALSE,FALSE,{'NCT03950817'},NCT03950817
,1,triplet therapy,FALSE,1,FALSE,TRUE,{'NCT03861403'},NCT03861403
,1,cd19-tricar-silk cell therapy,FALSE,1,FALSE,TRUE,{'NCT03910842'},NCT03910842
,1,triplet therapy),FALSE,1,FALSE,TRUE,{'NCT03861403'},NCT03861403
,1,metastasis-directed therapy,FALSE,1,FALSE,TRUE,{'NCT03795207'},NCT03795207
,1,2n2,FALSE,1,FALSE,FALSE,{'NCT04197076'},NCT04197076
,1,nab-p + gem,FALSE,1,FALSE,FALSE,{'NCT03816163'},NCT03816163
,,p,FALSE,1,FALSE,FALSE,{'NCT03816163'},NCT03816163
,1,gep-net,FALSE,1,FALSE,FALSE,{'NCT03972488'},NCT03972488
,1,oxygen therapy,FALSE,1,FALSE,TRUE,{'NCT03964506'},NCT03964506
,1,(meso,FALSE,1,FALSE,FALSE,{'NCT03814447'},NCT03814447
,1,rank-l inhibitors,FALSE,1,FALSE,FALSE,{'NCT03958565'},NCT03958565
,1,liposomes),FALSE,1,FALSE,FALSE,{'NCT03878199'},NCT03878199
,1,fourth generation cart-cell therapy,FALSE,1,FALSE,TRUE,{'NCT03814447'},NCT03814447
,1,interventional therapy,FALSE,1,FALSE,TRUE,{'NCT03932565'},NCT03932565
1,,cd19-tricar-t,FALSE,1,FALSE,FALSE,{'NCT03910842'},NCT03910842
,1,which,TRUE,1,FALSE,FALSE,{'NCT03985072'},NCT03985072
,1,ldp,FALSE,1,FALSE,FALSE,{'NCT03908814'},NCT03908814
1,,silmitasertib sodium,FALSE,1,FALSE,FALSE,{'NCT03904862'},NCT03904862
,1,nano,FALSE,1,FALSE,FALSE,{'NCT03875092'},NCT03875092
,1,expansion,FALSE,1,FALSE,FALSE,{'NCT03861403'},NCT03861403
1,,andes-1537,FALSE,1,FALSE,FALSE,{'NCT03985072'},NCT03985072
,1,concomitant therapy,FALSE,1,FALSE,TRUE,{'NCT03803787'},NCT03803787
,1,immune checkpoint,FALSE,1,FALSE,FALSE,{'NCT03951597'},NCT03951597
,1,v-,FALSE,1,FALSE,FALSE,{'NCT03916757'},NCT03916757
,1,tpc,FALSE,1,FALSE,FALSE,{'NCT03901339'},NCT03901339
,1,physician,FALSE,1,FALSE,FALSE,{'NCT03901339'},NCT03901339
,1,hp c-,FALSE,1,FALSE,FALSE,{'NCT03933670'},NCT03933670
,1,monoclonal antibody,FALSE,1,FALSE,FALSE,{'NCT03834233'},NCT03834233
,1,pd-l1 peptide vaccination,FALSE,1,FALSE,FALSE,{'NCT03850522'},NCT03850522
,1,plnd,FALSE,1,FALSE,FALSE,{'NCT03924895'},NCT03924895
,1,versus cystectomy,FALSE,1,FALSE,FALSE,{'NCT03924895'},NCT03924895
1,,bms-986227,FALSE,1,FALSE,FALSE,{'NCT03927105'},NCT03927105
1,,cc-99282,FALSE,1,FALSE,FALSE,{'NCT03930953'},NCT03930953
1,,dara-vcd,FALSE,1,FALSE,FALSE,{'NCT03896737'},NCT03896737
1,,oraxol,FALSE,1,FALSE,FALSE,{'NCT03892018'},NCT03892018
1,,f0002-adc,FALSE,1,FALSE,FALSE,{'NCT03894150'},NCT03894150
,1,mbu,FALSE,1,FALSE,FALSE,{'NCT03799224'},NCT03799224
1,,f0002,FALSE,1,FALSE,FALSE,{'NCT03894150'},NCT03894150
,1,adc,FALSE,1,FALSE,FALSE,{'NCT03894150'},NCT03894150
,1,f18,FALSE,1,FALSE,FALSE,{'NCT03925675'},NCT03925675
1,"
",axumin,FALSE,1,FALSE,FALSE,{'NCT03925675'},NCT03925675
,1,cervix,FALSE,1,FALSE,FALSE,{'NCT03920800'},NCT03920800
,1,pap smear,FALSE,1,FALSE,FALSE,{'NCT03920800'},NCT03920800
,1,flu-bu conditioning,FALSE,1,FALSE,FALSE,{'NCT03882203'},NCT03882203
1,,busulifan,FALSE,1,FALSE,FALSE,{'NCT03882203'},NCT03882203
,1,v-boost,FALSE,1,FALSE,FALSE,{'NCT03916757'},NCT03916757
,1,vagina,FALSE,1,FALSE,FALSE,{'NCT03932409'},NCT03932409
,1,dense,FALSE,1,FALSE,FALSE,{'NCT03932409'},NCT03932409
,1,post therapy,FALSE,1,FALSE,TRUE,{'NCT03969381'},NCT03969381
,1,bxq-,FALSE,1,FALSE,FALSE,{'NCT03967093'},NCT03967093
1,,bxq-350,FALSE,1,FALSE,FALSE,{'NCT03967093'},NCT03967093
,1,neoantigen,FALSE,1,FALSE,FALSE,{'NCT03956056'},NCT03956056
1,,nab-p),FALSE,1,FALSE,FALSE,{'NCT03799679'},NCT03799679
,1,bevacizuamab,FALSE,1,TRUE,FALSE,{'NCT03937830'},NCT03937830
,1,experimental virus therapy,FALSE,1,FALSE,TRUE,{'NCT03911388'},NCT03911388
,1,liporaxel,FALSE,1,FALSE,FALSE,{'NCT04046016'},NCT04046016
,1,-liporaxel,FALSE,1,FALSE,FALSE,{'NCT04046016'},NCT04046016
,1,fgf19,FALSE,1,FALSE,FALSE,{'NCT04003181'},NCT04003181
,1,bdmards,FALSE,1,FALSE,FALSE,{'NCT03980639'},NCT03980639
"
",1,versus vein infusion,FALSE,1,FALSE,FALSE,{'NCT03952065'},NCT03952065
,1,vegf,FALSE,1,FALSE,FALSE,{'NCT03945773'},NCT03945773
,1,cpi therapy,FALSE,1,FALSE,TRUE,{'NCT03945773'},NCT03945773
,1,sd,FALSE,1,FALSE,FALSE,{'NCT03944057'},NCT03944057
1,,dfp-14927,FALSE,1,FALSE,FALSE,{'NCT03943004'},NCT03943004
,1,single-fraction,FALSE,1,FALSE,FALSE,{'NCT04049188'},NCT04049188
,1,cu-67,FALSE,1,FALSE,FALSE,{'NCT03936426'},NCT03936426
,1,regiri,FALSE,1,FALSE,FALSE,{'NCT03829462'},NCT03829462
,1,immune activating therapy,FALSE,1,FALSE,TRUE,{'NCT03834233'},NCT03834233
1,,cu-64 sartate,FALSE,1,FALSE,FALSE,{'NCT03936426'},NCT03936426
,1,vaginal,FALSE,1,FALSE,FALSE,{'NCT03932409'},NCT03932409
,1,vaginal,TRUE,1,FALSE,FALSE,{'NCT03932409'},NCT03932409
1,,fuciclovine,TRUE,1,FALSE,FALSE,{'NCT03795207'},NCT03795207
,1,dtrmwxhs-,FALSE,1,FALSE,FALSE,{'NCT03836768'},NCT03836768
1,,adg106,FALSE,1,FALSE,FALSE,{'NCT03802955'},NCT03802955
1,,ezetimibe,FALSE,1,FALSE,FALSE,{'NCT03884127'},NCT03884127
,1,-m081,FALSE,1,FALSE,FALSE,{'NCT04008082'},NCT04008082
,1,nct03663114,FALSE,1,FALSE,FALSE,{'NCT04008082'},NCT04008082
1,,am-125,FALSE,1,FALSE,FALSE,{'NCT03908567'},NCT03908567
,1,1 inhibitor,FALSE,1,FALSE,FALSE,{'NCT03904108'},NCT03904108
,1,primary therapy,FALSE,1,FALSE,TRUE,{'NCT03904108'},NCT03904108
,1,lutecium-177 up,FALSE,1,FALSE,FALSE,{'NCT04029428'},NCT04029428
,1,top,FALSE,1,FALSE,FALSE,{'NCT04034355'},NCT04034355
1,,vp16,FALSE,1,FALSE,FALSE,{'NCT03882203'},NCT03882203
,1,177lu,FALSE,1,FALSE,FALSE,{'NCT04029428'},NCT04029428
,1,"4x5,55gbq (lu-177)",FALSE,1,FALSE,FALSE,{'NCT04029428'},NCT04029428
,1,ezeomab,FALSE,1,TRUE,FALSE,{'NCT03884127'},NCT03884127
,1,yttrium-90 (90y),FALSE,1,FALSE,FALSE,{'NCT04029428'},NCT04029428
1,,bms-986178,FALSE,1,FALSE,FALSE,{'NCT03831295'},NCT03831295
1,,orlistat,FALSE,1,FALSE,FALSE,{'NCT03884127'},NCT03884127
,1,somatostatin,FALSE,1,FALSE,FALSE,{'NCT04029428'},NCT04029428
1,"
",car-t,FALSE,1,FALSE,FALSE,{'NCT03881774'},NCT03881774
1,"
",autologous car-t cells,FALSE,1,FALSE,FALSE,{'NCT03881774'},NCT03881774
,1,"4x3,7gbq (90y",FALSE,1,FALSE,FALSE,{'NCT04029428'},NCT04029428
,1,anti-angiogenic therapy,FALSE,1,FALSE,TRUE,{'NCT04192682'},NCT04192682
1,,bpi-7711,FALSE,1,FALSE,FALSE,{'NCT03866499'},NCT03866499
,1,yttrium,FALSE,1,FALSE,FALSE,{'NCT04029428'},NCT04029428
1,,d-0316,FALSE,1,FALSE,FALSE,{'NCT03861156'},NCT03861156
,1,lutecium-177 (177lu) dotatate (dota-0-tyr3-octreotate,FALSE,1,FALSE,FALSE,{'NCT04029428'},NCT04029428
1,,bms- 986178,FALSE,1,FALSE,FALSE,{'NCT03831295'},NCT03831295
1,"
",mupirocin,FALSE,1,FALSE,FALSE,{'NCT03883828'},NCT03883828
1,,chlorhexidine wash,FALSE,1,FALSE,FALSE,{'NCT03883828'},NCT03883828
,1,vitamin d replacement therapy,FALSE,1,FALSE,TRUE,{'NCT03986268'},NCT03986268
,1,fcn,FALSE,1,FALSE,FALSE,{'NCT03951116'},NCT03951116
1,,fcn-437c,FALSE,1,FALSE,FALSE,{'NCT03951116'},NCT03951116
,1,437c,FALSE,1,FALSE,FALSE,{'NCT03951116'},NCT03951116
,1,topoisomerase ii,FALSE,1,FALSE,FALSE,{'NCT03944304'},NCT03944304
,1,erbb,FALSE,1,FALSE,FALSE,{'NCT03845270'},NCT03845270
"
",1,tqb3616，a,FALSE,1,FALSE,FALSE,{'NCT03850873'},NCT03850873
1,,ly3434172,FALSE,1,FALSE,FALSE,{'NCT03936959'},NCT03936959
,1,luban,FALSE,1,FALSE,FALSE,{'NCT03924596'},NCT03924596
1,,tqb3616,FALSE,1,FALSE,FALSE,{'NCT03850873'},NCT03850873
,1,-u,FALSE,1,FALSE,FALSE,{'NCT03924596'},NCT03924596
,1,neoadjuvant cf,FALSE,1,FALSE,FALSE,{'NCT03914443'},NCT03914443
,1,cddp,FALSE,1,FALSE,FALSE,{'NCT03914443'},NCT03914443
1,,cd19-star-t,FALSE,1,FALSE,FALSE,{'NCT03953599'},NCT03953599
1,,cd19-star,FALSE,1,FALSE,FALSE,{'NCT03953599'},NCT03953599
,1,platinum based therapy,FALSE,1,FALSE,TRUE,{'NCT03968653'},NCT03968653
,1,based chemoradiotherapy,FALSE,1,FALSE,TRUE,{'NCT03814759'},NCT03814759
,1,sox),FALSE,1,FALSE,FALSE,{'NCT03801668'},NCT03801668
,1,debio 0123,FALSE,1,FALSE,FALSE,{'NCT03968653'},NCT03968653
,1,meso,FALSE,1,FALSE,FALSE,{'NCT03799913'},NCT03799913
,1,cd19 targeted t cells injection,FALSE,1,FALSE,FALSE,{'NCT03798509'},NCT03798509
,,ct053ptsa,FALSE,1,FALSE,FALSE,{'NCT03876925'},NCT03876925
,1,t cells,FALSE,1,FALSE,FALSE,{'NCT03798509'},NCT03798509
,1,vitamin d replacement,FALSE,1,FALSE,FALSE,{'NCT03986268'},NCT03986268
,1,kinase inhibitor therapy,FALSE,1,FALSE,TRUE,{'NCT03861156'},NCT03861156
,1,epigenomic,TRUE,1,FALSE,FALSE,{'NCT03978624'},NCT03978624
,1,-tk1,FALSE,1,FALSE,FALSE,{'NCT03811054'},NCT03811054
,1,antiangiogenesis therapy,FALSE,1,FALSE,TRUE,{'NCT03914352'},NCT03914352
1,,et1402l1,FALSE,1,FALSE,FALSE,{'NCT03888859'},NCT03888859
1,,nuc-7738,FALSE,1,FALSE,FALSE,{'NCT03829254'},NCT03829254
,1,talcum,FALSE,1,FALSE,FALSE,{'NCT03827070'},NCT03827070
,1,talcum powder,FALSE,1,FALSE,FALSE,{'NCT03827070'},NCT03827070
1,,nbf-006,FALSE,1,FALSE,FALSE,{'NCT03819387'},NCT03819387
,1,hemithyroidectomy,FALSE,1,FALSE,FALSE,{'NCT03980132'},NCT03980132
,1,pembro,FALSE,1,FALSE,FALSE,{'NCT03813394'},NCT03813394
1,,telotristat ethyl,FALSE,1,FALSE,FALSE,{'NCT03910387'},NCT03910387
1,,uwc19,FALSE,1,FALSE,FALSE,{'NCT03811457'},NCT03811457
1,,welgenaleucel,FALSE,1,FALSE,FALSE,{'NCT03811457'},NCT03811457
1,,telotristat,FALSE,1,FALSE,FALSE,{'NCT03910387'},NCT03910387
,1,novel effective,TRUE,1,FALSE,FALSE,{'NCT03914352'},NCT03914352
,1,systematic therapy,FALSE,1,FALSE,TRUE,{'NCT03914352'},NCT03914352
1,,leflunomide,FALSE,1,FALSE,FALSE,{'NCT03952832'},NCT03952832
1,,avadomide,FALSE,1,FALSE,FALSE,{'NCT03834623'},NCT03834623
,1,6-mp,FALSE,1,FALSE,FALSE,{'NCT03920813'},NCT03920813
,1,cd19 car t,FALSE,1,FALSE,FALSE,{'NCT03811457'},NCT03811457
,1,uwc19),FALSE,1,FALSE,FALSE,{'NCT03811457'},NCT03811457
,1,hormone,FALSE,1,FALSE,FALSE,{'NCT03860987'},NCT03860987
,1,u2-v,FALSE,1,FALSE,FALSE,{'NCT03801525'},NCT03801525
,1,y-90,FALSE,1,FALSE,FALSE,{'NCT03802747'},NCT03802747
,1,radioembolization,FALSE,1,FALSE,FALSE,{'NCT03802747'},NCT03802747
1,,olabparib,FALSE,1,FALSE,FALSE,{'NCT03801369'},NCT03801369
1,,jnj-67856633,FALSE,1,FALSE,FALSE,{'NCT03900598'},NCT03900598
,1,y-,FALSE,1,FALSE,FALSE,{'NCT03802747'},NCT03802747
,1,debit,FALSE,1,FALSE,FALSE,{'NCT03980132'},NCT03980132
,1,conventional crt,FALSE,1,FALSE,FALSE,{'NCT03840239'},NCT03840239
1,,pamrevlumab,FALSE,1,TRUE,FALSE,{'NCT03941093'},NCT03941093
,1,vein,FALSE,1,FALSE,FALSE,{'NCT03949231'},NCT03949231
1,,progesterone,FALSE,1,FALSE,FALSE,{'NCT03941730'},NCT03941730
,1,-nk 92 cells,FALSE,1,FALSE,FALSE,{'NCT03940833'},NCT03940833
,1,tp regimen,FALSE,1,FALSE,FALSE,{'NCT03829969'},NCT03829969
,1,dox cancer therapy,FALSE,1,FALSE,TRUE,{'NCT03934905'},NCT03934905
1,,sulforaphane,FALSE,1,FALSE,FALSE,{'NCT03934905'},NCT03934905
,1,anti-pd-1,FALSE,1,FALSE,FALSE,{'NCT03922997'},NCT03922997
,1,yttrium-90),FALSE,1,FALSE,FALSE,{'NCT03812562'},NCT03812562
1,,nms-03592088,FALSE,1,FALSE,FALSE,{'NCT03922100'},NCT03922100
,1,cd19-targeting chimeric,FALSE,1,FALSE,FALSE,{'NCT03919240'},NCT03919240
1,,verzeniotm,FALSE,1,FALSE,FALSE,{'NCT03905889'},NCT03905889
1,,cb transplants,FALSE,1,FALSE,FALSE,{'NCT03913026'},NCT03913026
1,,cb transplant,FALSE,1,FALSE,FALSE,{'NCT03913026'},NCT03913026
1,,g/np,FALSE,1,FALSE,FALSE,{'NCT03941093'},NCT03941093
1,,h.,FALSE,1,FALSE,FALSE,{'NCT03908619'},NCT03908619
1,,conventional proton,FALSE,1,FALSE,FALSE,{'NCT03908619'},NCT03908619
1,,vonoprazan,FALSE,1,FALSE,FALSE,{'NCT03908619'},NCT03908619
,1,pylori,FALSE,1,FALSE,FALSE,{'NCT03908619'},NCT03908619
,1,go),FALSE,1,FALSE,FALSE,{'NCT03848754'},NCT03848754
,1,prago,FALSE,1,FALSE,FALSE,{'NCT03848754'},NCT03848754
,1,p),FALSE,1,FALSE,FALSE,{'NCT03848754'},NCT03848754
1,,elagolix,FALSE,1,FALSE,FALSE,{'NCT03886220'},NCT03886220
,1,cisplatine+doxorubicine,FALSE,1,FALSE,FALSE,{'NCT03875144'},NCT03875144
,1,anti-egfr therapy,FALSE,1,FALSE,TRUE,{'NCT03940131'},NCT03940131
,1,new targeted cancer therapy,FALSE,1,FALSE,TRUE,{'NCT03851445'},NCT03851445
1,,sp-2577,FALSE,1,FALSE,FALSE,{'NCT03895684'},NCT03895684
1,,seclidemstat,FALSE,1,FALSE,FALSE,{'NCT03895684'},NCT03895684
,1,blocker,FALSE,1,FALSE,FALSE,{'NCT03919461'},NCT03919461
,1,onc,FALSE,1,FALSE,FALSE,{'NCT03932643'},NCT03932643
,1,conventional systemic therapy,FALSE,1,FALSE,TRUE,{'NCT03935893'},NCT03935893
,1,re-challenge therapy,FALSE,1,FALSE,TRUE,{'NCT03940131'},NCT03940131
,1,anti-pd,FALSE,1,FALSE,FALSE,{'NCT03871036'},NCT03871036
,1,pencil,FALSE,1,FALSE,FALSE,{'NCT03940248'},NCT03940248
,1,cannabis,FALSE,1,FALSE,FALSE,{'NCT03948074'},NCT03948074
,1,olive oil,FALSE,1,FALSE,FALSE,{'NCT03948074'},NCT03948074
1,,xnw7201,FALSE,1,FALSE,FALSE,{'NCT03901950'},NCT03901950
,1,chemotherapyin,FALSE,1,FALSE,TRUE,{'NCT03924050'},NCT03924050
1,,ag-636,FALSE,1,FALSE,FALSE,{'NCT03834584'},NCT03834584
,1,and,FALSE,1,FALSE,FALSE,{'NCT03851445'},NCT03851445
1,,cisplatine,FALSE,1,FALSE,FALSE,{'NCT03875144'},NCT03875144
,1,soy oil,FALSE,1,FALSE,FALSE,{'NCT03831178'},NCT03831178
1,,dc-nk cell,FALSE,1,FALSE,FALSE,{'NCT03815084'},NCT03815084
1,,dc-nk,FALSE,1,FALSE,FALSE,{'NCT03815084'},NCT03815084
,1,-a167,FALSE,1,FALSE,FALSE,{'NCT03848286'},NCT03848286
,1,local ablative therapy,FALSE,1,FALSE,TRUE,{'NCT03827577'},NCT03827577
,1,local ablative therapy vs,FALSE,1,FALSE,TRUE,{'NCT03827577'},NCT03827577
,1,oil,FALSE,1,FALSE,FALSE,{'NCT03831178'},NCT03831178
,1,(l)1 therapy,FALSE,1,FALSE,TRUE,{'NCT03871036'},NCT03871036
,1,corn,FALSE,1,FALSE,FALSE,{'NCT03831178'},NCT03831178
