TP,Add_to_black_list,FP,candidate,ADJ,count_nct,is_mab,is_therapy,sentence,sents,_ids,link_to_ct_gov
1,,,js004,FALSE,1,FALSE,FALSE,A cycle is 21 days(3 weeks) which includes JS004 being administered IV Q3W.,"{'A cycle is 21 days(3 weeks) which includes JS004 being administered IV Q3W.', 'A First-in-human, dose-escalation, dose-expansion phase I clinical study of JS004 in subjects with recurrent/refractory malignant lymphoma in China, to evaluate the safety, tolerbility, PK, immunogenicity,a ntumor activity and biomarkers of JS004, to define MTD and RP2D of JS004.'}",{'NCT04477772'},NCT04477772
1,,,oxytocin,FALSE,1,FALSE,FALSE,"The potential advantage of oxytocin infusion during hysteroscopic myomectomy is that it can maintains uterine contractility throughout the procedure, and thus, reduce blood loss .","{'The potential advantage of oxytocin infusion during hysteroscopic myomectomy is that it can maintains uterine contractility throughout the procedure, and thus, reduce blood loss .', 'Carbetocin (1-deamino-1-monocarba-(0-2-methyltyrosine)-oxytocin) is a long-acting synthetic agonist analogue of the human oxytocin.', 'These include the use of utero-tonics such as oxytocin, or the use of anti-fibrinolytics such as tranexamic acid .'}",{'NCT04482959'},NCT04482959
1,,,carbetocin,FALSE,1,FALSE,FALSE,Intraoperative Carbetocin to Decrease Blood Loss During Hysteroscopic Myomectomy: a Randomized Controlled Trial.,"{'Intraoperative Carbetocin to Decrease Blood Loss During Hysteroscopic Myomectomy: a Randomized Controlled Trial.', 'Carbetocin (1-deamino-1-monocarba-(0-2-methyltyrosine)-oxytocin) is a long-acting synthetic agonist analogue of the human oxytocin.'}",{'NCT04482959'},NCT04482959
1,,,1-deamino-1-monocarba-(0-2-methyltyrosine)-oxytocin,FALSE,1,FALSE,FALSE,Carbetocin (1-deamino-1-monocarba-(0-2-methyltyrosine)-oxytocin) is a long-acting synthetic agonist analogue of the human oxytocin.,{'Carbetocin (1-deamino-1-monocarba-(0-2-methyltyrosine)-oxytocin) is a long-acting synthetic agonist analogue of the human oxytocin.'},{'NCT04482959'},NCT04482959
1,,,tranexamic acid,FALSE,1,FALSE,FALSE,"These include the use of utero-tonics such as oxytocin, or the use of anti-fibrinolytics such as tranexamic acid .","{'These include the use of utero-tonics such as oxytocin, or the use of anti-fibrinolytics such as tranexamic acid .'}",{'NCT04482959'},NCT04482959
,1,,coep,FALSE,1,FALSE,FALSE,A Prospective Phase II Study of Pegaspargase-COEP Chemotherapy Combined With Radiotherapy for Patients With Newly Diagnosed Extra-nodal NK/T-cell Lymphoma.,{'A Prospective Phase II Study of Pegaspargase-COEP Chemotherapy Combined With Radiotherapy for Patients With Newly Diagnosed Extra-nodal NK/T-cell Lymphoma.'},{'NCT04484506'},NCT04484506
,1,,gallium-68,FALSE,1,FALSE,FALSE,The goal of this research is to examine the ability of Gallium-68 (68Ga) Prostate-Specific Membrane Antigen-11 (PSMA-11) positron emission tomography/computed tomography (PET/CT) to detect sites of recurrent prostate cancer in patients with biochemical recurrence previously treated with radical prostatectomy (RP) or external beam radiation (EBRT) and to assess treatment response to subsequent salvage therapy,{'The goal of this research is to examine the ability of Gallium-68 (68Ga) Prostate-Specific Membrane Antigen-11 (PSMA-11) positron emission tomography/computed tomography (PET/CT) to detect sites of recurrent prostate cancer in patients with biochemical recurrence previously treated with radical prostatectomy (RP) or external beam radiation (EBRT) and to assess treatment response to subsequent salvage therapy'},{'NCT04483414'},NCT04483414
1,,,yh003,FALSE,1,FALSE,FALSE,"This is a phase I/II, multi-center, open-label study of YH003 in combination with Toripalimab (anti-PD-1 mAb).","{'This is a phase I/II, multi-center, open-label study of YH003 in combination with Toripalimab (anti-PD-1 mAb).', 'A Multicenter, Open-Label, Phase I/II Dose Escalation and Expansion Study to Evaluate the Safety, Tolerability, Efficacy and Pharmacokinetics of YH003 in Combination With Toripalimab (Anti-PD-1 mAb) in Subjects With Advanced Solid Tumors.', 'The study is comprised of a dose escalation part (Part I) exploring escalating doses of YH003 in combination with fixed dose toripalimab in subjects with advanced solid tumors (Part I), followed by an expansion part (Part II) with three expansion cohorts'}",{'NCT04481009'},NCT04481009
,1,,mephalan,FALSE,1,FALSE,FALSE,"Chemotherapy drugs, such as mephalan, work in different ways to stop the growth of cancer cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading.","{'Chemotherapy drugs, such as mephalan, work in different ways to stop the growth of cancer cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading.', 'This phase I trial studies the best dose and side effects of mephalan in treating patients with multiple myeloma who are undergoing stem cell transplant.'}",{'NCT04483206'},NCT04483206
,1,,t-dxd,FALSE,1,FALSE,FALSE,"This is an open-label, multi-center, multi-cohort, Phase 2 study to evaluate the efficacy and safety of trastuzumab deruxtecan (T-DXd) for the treatment of selected HER2-expressing tumors.","{'This is an open-label, multi-center, multi-cohort, Phase 2 study to evaluate the efficacy and safety of trastuzumab deruxtecan (T-DXd) for the treatment of selected HER2-expressing tumors.', 'A Phase 2, Multicenter, Open-label Study to Evaluate the Efficacy and Safety of Trastuzumab Deruxtecan (T-DXd, DS-8201a) for the Treatment of Selected HER2 Expressing Tumors (DESTINY-PanTumor02).'}",{'NCT04482309'},NCT04482309
,1,,cbd,FALSE,1,FALSE,FALSE,"Randomized, Double-blind Phase II Study of a Single Dose of Cannabidiol (CBD) for Acute Anticipatory Anxiety in Advanced Breast Cancer.","{'Randomized, Double-blind Phase II Study of a Single Dose of Cannabidiol (CBD) for Acute Anticipatory Anxiety in Advanced Breast Cancer.', '- Cannabidiol (CBD)'}",{'NCT04482244'},NCT04482244
1,,,cannabidiol,FALSE,1,FALSE,FALSE,"Randomized, Double-blind Phase II Study of a Single Dose of Cannabidiol (CBD) for Acute Anticipatory Anxiety in Advanced Breast Cancer.","{'Randomized, Double-blind Phase II Study of a Single Dose of Cannabidiol (CBD) for Acute Anticipatory Anxiety in Advanced Breast Cancer.', 'This research study is investigating use of a single dose of cannabidiol (CBD) to help manage anticipatory anxiety in participants with advanced breast cancer poised to undergo computed tomography (CT) scan to assess tumor burden.'}",{'NCT04482244'},NCT04482244
,1,,- cannabidiol,FALSE,1,FALSE,FALSE,- Cannabidiol (CBD),{'- Cannabidiol (CBD)'},{'NCT04482244'},NCT04482244
1,,,progesterone,FALSE,1,FALSE,FALSE,This phase I trial tests the side effects and best dose of abemaciclib and niraparib in treating patients with breast cancer that is positive for estrogen or progesterone receptors (hormone receptor positive [HR+]) and HER2 negative.,{'This phase I trial tests the side effects and best dose of abemaciclib and niraparib in treating patients with breast cancer that is positive for estrogen or progesterone receptors (hormone receptor positive [HR+]) and HER2 negative.'},{'NCT04481113'},NCT04481113
1,,,envafolimab,FALSE,1,TRUE,FALSE,"A Pivotal Trial Of Envafolimab, And Envafolimab In Combination With Ipilimumab, In Patients With Advanced Or Metastatic Undifferentiated Pleomorphic Sarcoma Or Myxofibrosarcoma Who Have Progressed On Prior Chemotherapy.","{'A Pivotal Trial Of Envafolimab, And Envafolimab In Combination With Ipilimumab, In Patients With Advanced Or Metastatic Undifferentiated Pleomorphic Sarcoma Or Myxofibrosarcoma Who Have Progressed On Prior Chemotherapy.', 'This is a multicenter open-label, randomized, non-comparative, parallel cohort pivotal study of treatment with envafolimab (cohort A) or envafolimab combined with ipilimumab (cohort B) in patients with locally advanced, unresectable or metastatic undifferentiated pleomorphic sarcoma (UPS)/myxofibrosarcoma (MFS) who have progressed on one or two lines of chemotherapy'}",{'NCT04480502'},NCT04480502
1,,,apixaban,FALSE,1,FALSE,FALSE,This study is designed to evaluate the adherence to extended deep vein thrombosis prophylaxis (DVT) with the direct oral anticoagulant apixaban on the background of historical data from the investigator's center on low-molecular-weight heparin (LMWH) substandard adherence in the same setting,"{""This study is designed to evaluate the adherence to extended deep vein thrombosis prophylaxis (DVT) with the direct oral anticoagulant apixaban on the background of historical data from the investigator's center on low-molecular-weight heparin (LMWH) substandard adherence in the same setting""}",{'NCT04479579'},NCT04479579
,1,,low-molecular-weight heparin,FALSE,1,FALSE,FALSE,This study is designed to evaluate the adherence to extended deep vein thrombosis prophylaxis (DVT) with the direct oral anticoagulant apixaban on the background of historical data from the investigator's center on low-molecular-weight heparin (LMWH) substandard adherence in the same setting,"{""This study is designed to evaluate the adherence to extended deep vein thrombosis prophylaxis (DVT) with the direct oral anticoagulant apixaban on the background of historical data from the investigator's center on low-molecular-weight heparin (LMWH) substandard adherence in the same setting""}",{'NCT04479579'},NCT04479579
,1,,monomethyl auristatin e,FALSE,1,FALSE,FALSE,"Polatuzumab vedotin is a monoclonal antibody that works by binding with cancer cells and releasing another chemotherapy drug, called monomethyl auristatin E, into the cell causing the cancer cells to die or stop growing.","{'Polatuzumab vedotin is a monoclonal antibody that works by binding with cancer cells and releasing another chemotherapy drug, called monomethyl auristatin E, into the cell causing the cancer cells to die or stop growing.'}",{'NCT04479267'},NCT04479267
,1,,aza,FALSE,1,FALSE,FALSE,The study is to evaluate safety and efficacy of IBI188 in combination with azacitidine (AZA) as a first-line treatment in subjects with newly diagnosed higher risk myelodysplastic syndrome,{'The study is to evaluate safety and efficacy of IBI188 in combination with azacitidine (AZA) as a first-line treatment in subjects with newly diagnosed higher risk myelodysplastic syndrome'},{'NCT04485065'},NCT04485065
1,,,magnesium sulfate,FALSE,1,FALSE,FALSE,The name(s) of the study drug involved in this study is - magnesium sulfate,{'The name(s) of the study drug involved in this study is - magnesium sulfate'},{'NCT04481672'},NCT04481672
,1,,magnesium,FALSE,1,FALSE,FALSE,"This research study, is trying to determine the highest dose of magnesium that can be given safely to people with malignant mesothelioma receiving intraoperative chemotherapy with cisplatin who are at risk for acute kidney injury.","{'This research study, is trying to determine the highest dose of magnesium that can be given safely to people with malignant mesothelioma receiving intraoperative chemotherapy with cisplatin who are at risk for acute kidney injury.', 'Pilot and Feasibility Study of Intravenous Magnesium in Patients Receiving Hyperthermic Intraoperative Chemotherapy With Cisplatin (HIOCC).'}",{'NCT04481672'},NCT04481672
,1,,coepl,FALSE,1,FALSE,FALSE,"This phase II study aimed to evaluate the efficacy and safety of pegaspargase, cyclophosphamide, vincristine, etoposide and prednisone (COEPL) regimen combined with radiotherapy for patients with newly diagnosed ENKTL","{'This phase II study aimed to evaluate the efficacy and safety of pegaspargase, cyclophosphamide, vincristine, etoposide and prednisone (COEPL) regimen combined with radiotherapy for patients with newly diagnosed ENKTL'}",{'NCT04484506'},NCT04484506
