TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,nct_ids
,1,maintenance therapy,FALSE,3,FALSE,TRUE,"{'NCT03985046', 'NCT03998085', 'NCT04009109'}"
,1,radical,TRUE,3,FALSE,FALSE,"{'NCT03993249', 'NCT03988686', 'NCT04000425'}"
1,0,pemigatinib,FALSE,2,FALSE,FALSE,"{'NCT04003623', 'NCT04003610'}"
,1,-pd,FALSE,2,FALSE,FALSE,"{'NCT03983057', 'NCT03977272'}"
,1,initial therapy,FALSE,2,FALSE,TRUE,"{'NCT04021108', 'NCT03984097'}"
,"
",cd19car-t,FALSE,2,FALSE,FALSE,"{'NCT04012892', 'NCT04012879'}"
1,0,pamiparib,FALSE,2,FALSE,FALSE,"{'NCT03991494', 'NCT03994211'}"
,1,line therapy,FALSE,2,FALSE,TRUE,"{'NCT04012606', 'NCT04003636'}"
,1,inhibitor,FALSE,2,FALSE,FALSE,"{'NCT04020185', 'NCT03997968'}"
,1,thoracic radiation therapy,FALSE,2,FALSE,TRUE,"{'NCT03987087', 'NCT03999710'}"
1,0,dv-1 #45az5,FALSE,2,FALSE,FALSE,"{'NCT03989895', 'NCT03990493'}"
,1,dc,FALSE,2,FALSE,FALSE,"{'NCT04002804', 'NCT03990493'}"
,1,dengue,FALSE,2,FALSE,FALSE,"{'NCT03989895', 'NCT03990493'}"
,1,surgery,FALSE,2,FALSE,FALSE,"{'NCT04025567', 'NCT03985735'}"
,1,first,TRUE,2,FALSE,FALSE,"{'NCT04006821', 'NCT04003636'}"
,1,dendritic cells,FALSE,2,FALSE,FALSE,"{'NCT04002804', 'NCT03990493'}"
,1,lv,FALSE,2,FALSE,FALSE,"{'NCT04009876', 'NCT03992911'}"
,1,manganese primed,FALSE,2,FALSE,FALSE,"{'NCT03989310', 'NCT04004234'}"
,1,treatment,FALSE,2,FALSE,FALSE,"{'NCT04025879', 'NCT04008394'}"
,1,cell,FALSE,2,FALSE,FALSE,"{'NCT04015778', 'NCT03994913'}"
1,0,avb-s6-500,FALSE,2,FALSE,FALSE,"{'NCT04019288', 'NCT04004442'}"
,1,immune checkpoint inhibitors,FALSE,2,FALSE,FALSE,"{'NCT04015700', 'NCT03979651'}"
1,"
",car-t therapy,FALSE,2,FALSE,TRUE,"{'NCT04008394', 'NCT04007978'}"
1,"
",taxane,FALSE,2,FALSE,FALSE,"{'NCT03976362', 'NCT04004910'}"
,1,l1,FALSE,2,FALSE,FALSE,"{'NCT03993626', 'NCT03996473'}"
"
","
",fluciclovine,TRUE,2,FALSE,FALSE,"{'NCT04018053', 'NCT03990285'}"
,1,immune,TRUE,2,FALSE,FALSE,"{'NCT04025424', 'NCT04020185'}"
1,0,medi 4736,FALSE,2,FALSE,FALSE,"{'NCT03991832', 'NCT04003246'}"
,1,local therapy,FALSE,2,FALSE,TRUE,"{'NCT04020276', 'NCT04019964'}"
,1,crt,FALSE,2,FALSE,FALSE,"{'NCT04006041', 'NCT04005170'}"
,1,cmml,FALSE,1,FALSE,FALSE,{'NCT04016116'}
,1,mpn,FALSE,1,FALSE,FALSE,{'NCT04016116'}
,1,hormonotherapy,FALSE,1,FALSE,TRUE,{'NCT04009967'}
,1,radical,FALSE,1,FALSE,FALSE,{'NCT04009967'}
,1,radical prostatectomy,FALSE,1,FALSE,FALSE,{'NCT04009967'}
,1,adding jak2,FALSE,1,FALSE,FALSE,{'NCT04016116'}
,1,consolidation therapy,FALSE,1,FALSE,TRUE,{'NCT04027309'}
,1,upa,FALSE,1,FALSE,FALSE,{'NCT04004884'}
,1,r/r,FALSE,1,FALSE,FALSE,{'NCT04008706'}
,1,single,TRUE,1,FALSE,FALSE,{'NCT03992885'}
,1?,ectiecinib,FALSE,1,FALSE,FALSE,{'NCT03992885'}
1,"
",i-124 m5a,FALSE,1,FALSE,FALSE,{'NCT03993327'}
1,"
",methylcantharidimide,FALSE,1,FALSE,FALSE,{'NCT03996681'}
1,,methylcantharidimide tablets,FALSE,1,FALSE,FALSE,{'NCT03996681'}
1,,sti-3031,FALSE,1,FALSE,FALSE,{'NCT03999658'}
,1,sti-,FALSE,1,FALSE,FALSE,{'NCT03999658'}
1,,tno155,FALSE,1,FALSE,FALSE,{'NCT04000529'}
1,,verzenio,FALSE,1,FALSE,FALSE,{'NCT04003896'}
,1,btki,FALSE,1,FALSE,FALSE,{'NCT04008706'}
,1,apf,FALSE,1,FALSE,FALSE,{'NCT04004871'}
1,,ulipristal,TRUE,1,FALSE,FALSE,{'NCT04004884'}
,1,jak2 inhibitor therapy,FALSE,1,FALSE,TRUE,{'NCT04016116'}
,1,antroinib,FALSE,1,FALSE,FALSE,{'NCT04004975'}
,1,neoadjuvant chemoradiotherapy,FALSE,1,FALSE,TRUE,{'NCT04006041'}
,1,neoadjuvant crt,FALSE,1,FALSE,FALSE,{'NCT04006041'}
1,,bms-986205,FALSE,1,FALSE,FALSE,{'NCT04007588'}
,1,pemrolizumab,FALSE,1,TRUE,FALSE,{'NCT04016116'}
1,,cnct19,FALSE,1,FALSE,FALSE,{'NCT04011293'}
,1,jak2,FALSE,1,FALSE,FALSE,{'NCT04016116'}
,1,pd-,FALSE,1,FALSE,FALSE,{'NCT03996473'}
1,,sar442085,FALSE,1,FALSE,FALSE,{'NCT04000282'}
,1,standard-of-,TRUE,1,FALSE,FALSE,{'NCT03977311'}
,1,mr-hifu,FALSE,1,FALSE,FALSE,{'NCT03977311'}
,1,mr,FALSE,1,FALSE,FALSE,{'NCT03977311'}
1,,bgb-3111,FALSE,1,FALSE,FALSE,{'NCT04002297'}
1,,zanubrutinib,FALSE,1,FALSE,FALSE,{'NCT04002297'}
,1,pd-1 inhibitor,FALSE,1,FALSE,FALSE,{'NCT03987867'}
,1,pyruvate,FALSE,1,FALSE,FALSE,{'NCT04019002'}
,1,epicutaneous cryoimmunotherapy,FALSE,1,FALSE,TRUE,{'NCT03982004'}
,1,vrd,FALSE,1,FALSE,FALSE,{'NCT04025450'}
,1,sulituzumab,FALSE,1,TRUE,FALSE,{'NCT04026841'}
"
",1,cerdulatinb,FALSE,1,FALSE,FALSE,{'NCT04021082'}
,,peg-rhg,FALSE,1,FALSE,FALSE,{'NCT04009941'}
,1,therapies,FALSE,1,FALSE,FALSE,{'NCT03982446'}
,1,thoracic,TRUE,1,FALSE,FALSE,{'NCT03987087'}
,1,trt,FALSE,1,FALSE,FALSE,{'NCT03987087'}
,1,gm-csf,FALSE,1,FALSE,FALSE,{'NCT03982004'}
,1,cryotherapy,FALSE,1,FALSE,TRUE,{'NCT03982004'}
,1,dual jak2,FALSE,1,FALSE,FALSE,{'NCT04016116'}
,1,dobutamine,FALSE,1,FALSE,FALSE,{'NCT04020172'}
,1,tarzan,FALSE,1,FALSE,FALSE,{'NCT04017455'}
,1,prostvac,FALSE,1,FALSE,FALSE,{'NCT04020094'}
,1,-bn-brachyury,FALSE,1,FALSE,FALSE,{'NCT04020094'}
,1,goal,FALSE,1,FALSE,FALSE,{'NCT04020172'}
,1,optimal fluid therapy,FALSE,1,FALSE,TRUE,{'NCT04020172'}
,1,directed fluid therapy,FALSE,1,FALSE,TRUE,{'NCT04020172'}
,1,fluid therapy,FALSE,1,FALSE,TRUE,{'NCT04020172'}
1,,apg-1252,FALSE,1,FALSE,FALSE,{'NCT04001777'}
,1,individualized therapies,FALSE,1,FALSE,FALSE,{'NCT04025970'}
,1,tas-,FALSE,1,FALSE,FALSE,{'NCT04024436'}
1,,tas-120,FALSE,1,FALSE,FALSE,{'NCT04024436'}
1,,thor-707,FALSE,1,FALSE,FALSE,{'NCT04009681'}
,1,cnct19 cells,FALSE,1,FALSE,FALSE,{'NCT04011293'}
1,0,imsa101,FALSE,1,FALSE,FALSE,{'NCT04020185'}
,0,tumor- infiltrating lymphocyte-adoptive cell therapy,FALSE,1,FALSE,TRUE,{'NCT03992326'}
,0,cellular,TRUE,1,FALSE,FALSE,{'NCT04025970'}
1,0,vopratelimab,FALSE,1,TRUE,FALSE,{'NCT03989362'}
,1,- tnmuc1,FALSE,1,FALSE,FALSE,{'NCT04025216'}
,1,combined therapy,FALSE,1,FALSE,TRUE,{'NCT03989336'}
,1,pd-1 blockade,FALSE,1,FALSE,FALSE,{'NCT03984357'}
1,,hetrombopag,FALSE,1,FALSE,FALSE,{'NCT03976882'}
1,,[14c]-pamiparib,FALSE,1,FALSE,FALSE,{'NCT03991494'}
1,,[14c]pamiparib,FALSE,1,FALSE,FALSE,{'NCT03991494'}
1,0,shr6390,FALSE,1,FALSE,FALSE,{'NCT03993964'}
,1,/6 inhibitor,FALSE,1,FALSE,FALSE,{'NCT03993964'}
,1,prior therapy,FALSE,1,FALSE,TRUE,{'NCT03986034'}
1,0,cyt-0851,FALSE,1,FALSE,FALSE,{'NCT03997968'}
,1,this therapy,FALSE,1,FALSE,TRUE,{'NCT04015336'}
,1,previous therapy,FALSE,1,FALSE,TRUE,{'NCT04001569'}
,1,t(car-t) cells,FALSE,1,FALSE,FALSE,{'NCT04008394'}
,1,flot,FALSE,1,FALSE,FALSE,{'NCT03979131'}
,1,evaluate modified folfirinox,FALSE,1,FALSE,FALSE,{'NCT03991962'}
,1,avb,FALSE,1,FALSE,FALSE,{'NCT04004442'}
,1,receptor t,FALSE,1,FALSE,FALSE,{'NCT03999697'}
,1,cells,FALSE,1,FALSE,FALSE,{'NCT03999697'}
,1,car-t) cells,FALSE,1,FALSE,FALSE,{'NCT03999697'}
,1,-1) monoclonal,FALSE,1,FALSE,FALSE,{'NCT04004221'}
,1,-therapy,FALSE,1,FALSE,TRUE,{'NCT04026269'}
,1,rescue therapy,FALSE,1,FALSE,TRUE,{'NCT04026269'}
,1,cta101,FALSE,1,FALSE,FALSE,{'NCT04026100'}
,1,neoadjuvant radiochemotherapy,FALSE,1,FALSE,TRUE,{'NCT03975452'}
,1,tpx,FALSE,1,FALSE,FALSE,{'NCT03993873'}
,1,amp,FALSE,1,FALSE,FALSE,{'NCT03990974'}
,,dfo,FALSE,1,FALSE,FALSE,{'NCT04006522'}
,1,liposomes,FALSE,1,FALSE,FALSE,{'NCT04010552'}
1,0,hemay102,FALSE,1,FALSE,FALSE,{'NCT03982303'}
1,,ip-001,FALSE,1,FALSE,FALSE,{'NCT03993678'}
,1,ip,FALSE,1,FALSE,FALSE,{'NCT03993678'}
,1,-sct,FALSE,1,FALSE,FALSE,{'NCT04024384'}
,1,(iii) prophylactic infusion,FALSE,1,FALSE,FALSE,{'NCT04024384'}
,1,adoptive,TRUE,1,FALSE,FALSE,{'NCT03983759'}
1,,89zr-dfo,FALSE,1,FALSE,FALSE,{'NCT04006522'}
,1,89zr,FALSE,1,FALSE,FALSE,{'NCT04006522'}
,1,vancomycin therapy,FALSE,1,FALSE,TRUE,{'NCT04025567'}
,1,et019003,FALSE,1,FALSE,FALSE,{'NCT04014894'}
,1,liver transplantation,FALSE,1,FALSE,FALSE,{'NCT04025567'}
1,,vancomycin,FALSE,1,FALSE,FALSE,{'NCT04025567'}
,1,to,FALSE,1,FALSE,FALSE,{'NCT04025567'}
,1,cell therapy,FALSE,1,FALSE,TRUE,{'NCT04011059'}
,1,s,FALSE,1,FALSE,FALSE,{'NCT04011059'}
,1,cellular therapy,FALSE,1,FALSE,TRUE,{'NCT04011059'}
,1,wj,FALSE,1,FALSE,FALSE,{'NCT04011059'}
,1,wj-mscs,FALSE,1,FALSE,FALSE,{'NCT04011059'}
,1,,FALSE,1,FALSE,FALSE,{'NCT04011059'}
1,0,slc-391,FALSE,1,FALSE,FALSE,{'NCT03990454'}
,1,pn1-2,FALSE,1,FALSE,FALSE,{'NCT04009265'}
,1,pt1b-3n1-2m0,FALSE,1,FALSE,FALSE,{'NCT04009265'}
,1,platinum-based therapy,FALSE,1,FALSE,TRUE,{'NCT04015778'}
1,,18f-fluciclovine,FALSE,1,FALSE,FALSE,{'NCT03990285'}
,1,-fluciclovine,TRUE,1,FALSE,FALSE,{'NCT03990285'}
,1,autologous t cells,FALSE,1,FALSE,FALSE,{'NCT04025216'}
,1,-tnmuc1,FALSE,1,FALSE,FALSE,{'NCT04025216'}
,1,genetically,FALSE,1,FALSE,FALSE,{'NCT04025216'}
,1,autologous t-cell product,FALSE,1,FALSE,FALSE,{'NCT03998033'}
,1,]-c-,FALSE,1,FALSE,FALSE,{'NCT04017819'}
,1,c,FALSE,1,FALSE,FALSE,{'NCT04017819'}
,1,]-c-snat4,FALSE,1,FALSE,FALSE,{'NCT04017819'}
1,,pegylated liposomal doxorubicin（pld）plus,FALSE,1,FALSE,FALSE,{'NCT03994107'}
,1,rhpsma-,FALSE,1,FALSE,FALSE,{'NCT03995888'}
,1,tak-169 monotherapy,FALSE,1,FALSE,TRUE,{'NCT04017130'}
1,0,tak-169,FALSE,1,FALSE,FALSE,{'NCT04017130'}
,1,pd-1 antibody,FALSE,1,FALSE,FALSE,{'NCT03985670'}
,1,epa,FALSE,1,FALSE,FALSE,{'NCT04006847'}
1,,eicosapentaenoic acid,FALSE,1,FALSE,FALSE,{'NCT04006847'}
,1,gej,FALSE,1,FALSE,FALSE,{'NCT04014075'}
1,,copaxone,FALSE,1,FALSE,FALSE,{'NCT03982212'}
1,,copaxone®,FALSE,1,FALSE,FALSE,{'NCT03982212'}
,1,targeted t cells,FALSE,1,FALSE,FALSE,{'NCT04003168'}
1,0,chc2014,FALSE,1,FALSE,FALSE,{'NCT04014257'}
,1,tyrosine,FALSE,1,FALSE,FALSE,{'NCT03983811'}
,1,tki,FALSE,1,FALSE,FALSE,{'NCT03983811'}
,1,standard-of-care therapies,FALSE,1,FALSE,FALSE,{'NCT03989895'}
,1,virus-1 #45az5,FALSE,1,FALSE,FALSE,{'NCT03989895'}
,1,systemic therapy,FALSE,1,FALSE,TRUE,{'NCT03977571'}
,1,deferred,TRUE,1,FALSE,FALSE,{'NCT03977571'}
,1,r,FALSE,1,FALSE,FALSE,{'NCT04014205'}
1,0,icp-022,FALSE,1,FALSE,FALSE,{'NCT04014205'}
1,,cxd101,FALSE,1,FALSE,FALSE,{'NCT03993626'}
,1,)-based combined,FALSE,1,FALSE,FALSE,{'NCT04006561'}
,1,whole,TRUE,1,FALSE,FALSE,{'NCT04006561'}
1,0,Nov1601,FALSE,1,FALSE,FALSE,{'NCT04014257'}
,1,brain radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04006561'}
,1,cranial,TRUE,1,FALSE,FALSE,{'NCT04006561'}
,1,whole-brain radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04006561'}
1,0,br101801,FALSE,1,FALSE,FALSE,{'NCT04018248'}
,1,acid,FALSE,1,FALSE,FALSE,{'NCT04024254'}
1,0,tq-b3139,FALSE,1,FALSE,FALSE,{'NCT04009317'}
,1,tq-b3139 versus,FALSE,1,FALSE,FALSE,{'NCT04009317'}
,1,]-fzpl,FALSE,1,FALSE,FALSE,{'NCT04013048'}
,1,14c]-fluzoparib,FALSE,1,FALSE,FALSE,{'NCT04013048'}
,1,et140202 t cells,FALSE,1,FALSE,FALSE,{'NCT03998033'}
,1,cystatin c,FALSE,1,FALSE,FALSE,{'NCT04019938'}
,1,et140202,FALSE,1,FALSE,FALSE,{'NCT03998033'}
1,0,inotuzumab,FALSE,1,TRUE,FALSE,{'NCT03991884'}
1,0,herceptin®,FALSE,1,FALSE,FALSE,{'NCT03989037'}
,1,cn,FALSE,1,FALSE,FALSE,{'NCT03989037'}
1,0,sibp-01,FALSE,1,TRUE,FALSE,{'NCT03989037'}
1,0,rmc-4630,FALSE,1,FALSE,FALSE,{'NCT03989115'}
,1,-irradiated,FALSE,1,FALSE,FALSE,{'NCT03989830'}
,1,-irradiated,TRUE,1,FALSE,FALSE,{'NCT03989830'}
,1,immune therapies,FALSE,1,FALSE,FALSE,{'NCT03991559'}
1,,ozogamicin,FALSE,1,FALSE,FALSE,{'NCT03991884'}
,1,anticancer therapy,FALSE,1,FALSE,TRUE,{'NCT03992131'}
,1,rev,FALSE,1,FALSE,FALSE,{'NCT03992170'}
,1,dex,FALSE,1,FALSE,FALSE,{'NCT03992170'}
,1,anti-egfr therapy,FALSE,1,FALSE,TRUE,{'NCT03992456'}
,1,versus,FALSE,1,FALSE,FALSE,{'NCT03992456'}
,1,ep/ec,FALSE,1,FALSE,FALSE,{'NCT03992911'}
1,0,simmtecan,FALSE,1,FALSE,FALSE,{'NCT03992911'}
,1,palliative radiation therapy,FALSE,1,FALSE,TRUE,{'NCT03988647'}
,1,monoclonal,TRUE,1,FALSE,FALSE,{'NCT03987698'}
1,,67cu-sartate™ peptide,FALSE,1,FALSE,FALSE,{'NCT04023331'}
1,,67cu-sartate,FALSE,1,FALSE,FALSE,{'NCT04023331'}
1,0,cusatuzumab,FALSE,1,TRUE,FALSE,{'NCT04023526'}
,1,stratum,FALSE,1,FALSE,FALSE,{'NCT04023669'}
,1,chemoradiotherapy versus,FALSE,1,FALSE,TRUE,{'NCT03973008'}
,1,pdac,FALSE,1,FALSE,FALSE,{'NCT03974854'}
,1,xeloxiri-3,FALSE,1,FALSE,FALSE,{'NCT03974854'}
,1,polychemotherapy,FALSE,1,FALSE,TRUE,{'NCT03974854'}
,1,pd1,FALSE,1,FALSE,FALSE,{'NCT03982134'}
,1,chemoimmunotherapy,FALSE,1,FALSE,TRUE,{'NCT03984448'}
,1,prior,FALSE,1,FALSE,FALSE,{'NCT03982134'}
,1,pd-l1 therapy,FALSE,1,FALSE,TRUE,{'NCT03982134'}
,,mec,FALSE,1,FALSE,FALSE,{'NCT03983824'}
1,0,m3814,FALSE,1,FALSE,FALSE,{'NCT03983824'}
1,0,nedisertib,FALSE,1,FALSE,FALSE,{'NCT03983824'}
1,,5-fluorine,FALSE,1,FALSE,FALSE,{'NCT03982680'}
,1,castrating therapy,FALSE,1,FALSE,TRUE,{'NCT04019964'}
,1,pediaberry,FALSE,1,FALSE,FALSE,{'NCT04020419'}
1,0,teripalimab,FALSE,1,TRUE,FALSE,{'NCT03992911'}
1,0,tadalafil,FALSE,1,FALSE,FALSE,{'NCT03993353'}
,1,infusions,FALSE,1,FALSE,FALSE,{'NCT03993743'}
,1,directed therapy,FALSE,1,FALSE,TRUE,{'NCT04015622'}
,1,ib,FALSE,1,FALSE,FALSE,{'NCT04008511'}
1,,e7386,FALSE,1,FALSE,FALSE,{'NCT04008797'}
,1,transfer,FALSE,1,FALSE,FALSE,{'NCT04011033'}
,1,inkt,FALSE,1,FALSE,FALSE,{'NCT04011033'}
,1,third,TRUE,1,FALSE,FALSE,{'NCT04012619'}
,1,ap,FALSE,1,FALSE,FALSE,{'NCT04012619'}
1,0,ft-2102,FALSE,1,FALSE,FALSE,{'NCT04013880'}
,1,ctdna,FALSE,1,FALSE,FALSE,{'NCT04015622'}
,1,neoantigen-,FALSE,1,FALSE,FALSE,{'NCT04015700'}
1,0,bms-986288,FALSE,1,TRUE,FALSE,{'NCT03994601'}
,1,platinum therapy,FALSE,1,FALSE,TRUE,{'NCT04019288'}
,1,mab,FALSE,1,TRUE,FALSE,{'NCT03976375'}
1,0,e7080,FALSE,1,FALSE,FALSE,{'NCT03976375'}
1,0,mk-7902,FALSE,1,FALSE,FALSE,{'NCT03976375'}
,1,-pd-,FALSE,1,FALSE,FALSE,{'NCT03976375'}
,1,pd-l1 monoclonal,FALSE,1,FALSE,FALSE,{'NCT03976375'}
1,,iohexol,FALSE,1,FALSE,FALSE,{'NCT03997370'}
1,0,jnj-74699157,FALSE,1,FALSE,FALSE,{'NCT04006301'}
,1,)-t cells,FALSE,1,FALSE,FALSE,{'NCT04007029'}
,1,) t-cells,FALSE,1,FALSE,FALSE,{'NCT04007029'}
,1,car-t,FALSE,1,FALSE,FALSE,{'NCT04007029'}
,,entacapone,FALSE,1,FALSE,FALSE,{'NCT04006769'}
,1,without,TRUE,1,FALSE,FALSE,{'NCT03995017'}
1,,bupropion,FALSE,1,FALSE,FALSE,{'NCT03996265'}
,1,tc-,FALSE,1,FALSE,FALSE,{'NCT03996850'}
,1,technetium,FALSE,1,FALSE,FALSE,{'NCT03996850'}
,1,adjuvant therapy,FALSE,1,FALSE,TRUE,{'NCT04001413'}
,1,phase ii,FALSE,1,FALSE,FALSE,{'NCT04001413'}
,1,taxane therapy,FALSE,1,FALSE,TRUE,{'NCT04001829'}
,1,allogeneic transplant,FALSE,1,FALSE,FALSE,{'NCT04002115'}
,1,haploidentical transplant,FALSE,1,FALSE,FALSE,{'NCT04002115'}
,1,first-line therapy,FALSE,1,FALSE,TRUE,{'NCT04003636'}
,1,participants,FALSE,1,FALSE,FALSE,{'NCT04003636'}
,1,lw,FALSE,1,FALSE,FALSE,{'NCT04004910'}
,1,-ut,FALSE,1,FALSE,FALSE,{'NCT04006691'}
1,0,ugn-101,FALSE,1,FALSE,FALSE,{'NCT04006691'}
,1,fu,FALSE,1,FALSE,FALSE,{'NCT04006691'}
,1,radionuclide therapy,FALSE,1,FALSE,TRUE,{'NCT04023331'}
,1,preoperative,TRUE,1,FALSE,FALSE,{'NCT04023292'}
,1,open,FALSE,1,FALSE,FALSE,{'NCT03998033'}
,1,imuno,FALSE,1,FALSE,FALSE,{'NCT03982797'}
,1,graft,FALSE,1,FALSE,FALSE,{'NCT04013685'}
,1,cell transplant transplantation,FALSE,1,FALSE,FALSE,{'NCT04013685'}
,1,conventional,TRUE,1,FALSE,FALSE,{'NCT04013685'}
1,,dengue-1,FALSE,1,FALSE,FALSE,{'NCT03990493'}
,1,care,FALSE,1,FALSE,FALSE,{'NCT03990493'}
,1,standard,FALSE,1,FALSE,FALSE,{'NCT03990493'}
,1,t2,FALSE,1,FALSE,FALSE,{'NCT03987815'}
,1,sox-crt-01,FALSE,1,FALSE,FALSE,{'NCT03991104'}
,1,r-mpv,FALSE,1,FALSE,FALSE,{'NCT04022980'}
,1,t-cell,FALSE,1,FALSE,FALSE,{'NCT04013685'}
1,,remifentanil,FALSE,1,FALSE,FALSE,{'NCT04005599'}
1,,magnesium,FALSE,1,FALSE,FALSE,{'NCT04005599'}
1,,magnesium sulfate,FALSE,1,FALSE,FALSE,{'NCT04005599'}
1,,propofol,FALSE,1,FALSE,FALSE,{'NCT04005599'}
1,0,me-401,FALSE,1,FALSE,FALSE,{'NCT03985189'}
1,0,cyc065,FALSE,1,FALSE,FALSE,{'NCT04017546'}
,1,"""treggraft",FALSE,1,FALSE,FALSE,{'NCT04013685'}
,1,esophagectomy,FALSE,1,FALSE,FALSE,{'NCT03990532'}
,1,endocrine therapy,FALSE,1,FALSE,TRUE,{'NCT04023292'}
,1,pd-1 therapy,FALSE,1,FALSE,TRUE,{'NCT03978611'}
,1,standard-of-care therapy,FALSE,1,FALSE,TRUE,{'NCT03998033'}
,1,-t therapy,FALSE,1,FALSE,TRUE,{'NCT04014881'}
,1,cd123,FALSE,1,FALSE,FALSE,{'NCT04014881'}
