TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,found_in_Avicenna,nct_ids
1,,gs-4224,FALSE,1,FALSE,FALSE,,{'NCT04049617'}
,,endocrine monotherapy,FALSE,1,FALSE,TRUE,,{'NCT04059484'}
1,0,glasdegib,FALSE,1,FALSE,FALSE,,{'NCT04051996'}
1,,sar439859,FALSE,1,FALSE,FALSE,,{'NCT04059484'}
,1,protocol,FALSE,1,FALSE,FALSE,,{'NCT04034823'}
1,,povidone-iodine--tetracycline,FALSE,1,FALSE,FALSE,,{'NCT04039126'}
1,,povidone,FALSE,1,FALSE,FALSE,,{'NCT04039126'}
1,,povidone-iodine,FALSE,1,FALSE,FALSE,,{'NCT04039126'}
,1,iodine,FALSE,1,FALSE,FALSE,,{'NCT04039126'}
,,ibrutinib,FALSE,1,FALSE,FALSE,Ibrutinib,{'NCT04042376'}
,,trastuzumab emtansine,FALSE,1,TRUE,FALSE,Trastuzumab Emtansine,{'NCT04042051'}
1,,taxane,FALSE,1,FALSE,FALSE,,{'NCT04042051'}
,1,99mtc,FALSE,1,FALSE,FALSE,,{'NCT04040686'}
1,0,ly3214996,FALSE,1,FALSE,FALSE,,{'NCT04043845'}
1,0,tipiracil,FALSE,1,FALSE,FALSE,,{'NCT04042714'}
,,lonsurf,FALSE,1,FALSE,FALSE,Trifluridine and Tipiracil Hydrochloride,{'NCT04042714'}
,,trifluridine,FALSE,1,FALSE,FALSE,Trifluridine and Tipiracil Hydrochloride,{'NCT04042714'}
,,anti-pd-1 therapy,FALSE,1,FALSE,TRUE,,{'NCT04042506'}
,,in,TRUE,1,FALSE,FALSE,,{'NCT04042506'}
,1,situ vaccination,FALSE,1,FALSE,FALSE,,{'NCT04042506'}
1,,fluoroethyltyrosine,FALSE,1,FALSE,FALSE,,{'NCT04044937'}
,,regional,TRUE,1,FALSE,FALSE,,{'NCT04037241'}
,,salvage therapy,FALSE,1,FALSE,TRUE,,{'NCT04046575'}
,1,succumb,FALSE,1,FALSE,FALSE,,{'NCT04046575'}
1,0,dkn-01,FALSE,1,FALSE,FALSE,,{'NCT04057365'}
,1,safty,FALSE,1,FALSE,FALSE,,{'NCT04058470'}
,,second,TRUE,1,FALSE,FALSE,,{'NCT04038502'}
,,venetoclax,FALSE,1,FALSE,FALSE,Venetoclax,{'NCT04038437'}
,?,cpx351-103,FALSE,1,FALSE,FALSE,,{'NCT04038437'}
,,coming,FALSE,1,FALSE,FALSE,,{'NCT04037254'}
,,standard of care radiation therapy,FALSE,1,FALSE,TRUE,,{'NCT04037254'}
,,ptg-300,FALSE,1,FALSE,FALSE,,{'NCT04057040'}
1,,simmitinib,FALSE,1,FALSE,FALSE,,{'NCT04058587'}
,1,vera,FALSE,1,FALSE,FALSE,,{'NCT04057040'}
,1,lentivirally,FALSE,1,FALSE,FALSE,,{'NCT04053062'}
,1,car modified autologous t cells,FALSE,1,FALSE,FALSE,,{'NCT04053062'}
,,antihormone therapy,FALSE,1,FALSE,TRUE,,{'NCT04049227'}
,1,endometrium,FALSE,1,FALSE,FALSE,,{'NCT04049227'}
,1,based,FALSE,1,FALSE,FALSE,,{'NCT04059887'}
,1,raf,FALSE,1,FALSE,FALSE,,{'NCT04059224'}
1,,progesterone,FALSE,1,FALSE,FALSE,,{'NCT04046185'}
,1,radical cystectomy,FALSE,1,FALSE,FALSE,,{'NCT04046094'}
,1,proton,FALSE,1,FALSE,FALSE,,{'NCT04049669'}
,1,laser,FALSE,1,FALSE,FALSE,,{'NCT04057209'}
,1,chemoinfusion,FALSE,1,FALSE,FALSE,,{'NCT04053985'}
,1,tai,FALSE,1,FALSE,FALSE,,{'NCT04053985'}
1,0,revlimid®,FALSE,1,FALSE,FALSE,,{'NCT04036448'}
,,ivf,FALSE,1,FALSE,FALSE,,{'NCT04039204'}
,1,sirtuin,FALSE,1,FALSE,FALSE,,{'NCT04039204'}
,1,et,FALSE,1,FALSE,FALSE,,{'NCT04039204'}
1,,elagolix,FALSE,1,FALSE,FALSE,,{'NCT04039204'}
,1,ca229646,FALSE,1,FALSE,FALSE,,{'NCT04049669'}
1,,camidanlumab,FALSE,1,TRUE,FALSE,,{'NCT04052997'}
1,,bms-986253,FALSE,1,FALSE,FALSE,,{'NCT04050462'}
,1,platinum-,FALSE,1,FALSE,FALSE,,{'NCT04054531'}
1,,cc-90010,FALSE,1,FALSE,FALSE,,{'NCT04047303'}
,,ivosidenib,FALSE,1,FALSE,FALSE,Ivosidenib,{'NCT04044209'}
,,intensive therapy,FALSE,1,FALSE,TRUE,,{'NCT04051996'}
1,,pf-04449913,FALSE,1,FALSE,FALSE,,{'NCT04051996'}
,,anti-angiogenic therapy,FALSE,1,FALSE,TRUE,,{'NCT04055792'}
1,,gentuximab,FALSE,1,TRUE,FALSE,,{'NCT04053205'}
1,,m6620,FALSE,1,FALSE,FALSE,,{'NCT04052555'}
,,camidanlumab tesirine,FALSE,1,TRUE,FALSE,Camidanlumab tesirine,{'NCT04052997'}
,,gemcitabine,FALSE,1,FALSE,FALSE,Gemcitabine,{'NCT04046094'}
,1,enterica,FALSE,1,FALSE,FALSE,,{'NCT04049864'}
,1,cystectomy,FALSE,1,FALSE,FALSE,,{'NCT04046094'}
,,oxaliplatin,FALSE,1,FALSE,FALSE,Oxaliplatin,{'NCT04047953'}
,,scb-313,FALSE,1,FALSE,FALSE,SCB-313,{'NCT04047771'}
,1,rde,FALSE,1,FALSE,FALSE,,{'NCT04047771'}
,1,rp1,FALSE,1,FALSE,FALSE,,{'NCT04050436'}
,1,vaccination,FALSE,1,FALSE,FALSE,,{'NCT04049864'}
,1,transplantation,FALSE,1,FALSE,FALSE,,{'NCT04049864'}
,1,dna vaccination,FALSE,1,FALSE,FALSE,,{'NCT04049864'}
1,0,tak-788,FALSE,1,FALSE,FALSE,,{'NCT04051827'}
1,,dna-polyethylenimine,FALSE,1,FALSE,FALSE,,{'NCT04049864'}
1,0,vyxeos,FALSE,1,FALSE,FALSE,,{'NCT04049539'}
,1,bruton,FALSE,1,FALSE,FALSE,,{'NCT04047797'}
,1,til),FALSE,1,FALSE,FALSE,,{'NCT04052334'}
,,adoptive cell therapy,FALSE,1,FALSE,TRUE,,{'NCT04052334'}
,,avelumab,FALSE,1,TRUE,FALSE,Avelumab,{'NCT04052204'}
1,0,bempegaldesleukin,FALSE,1,FALSE,FALSE,,{'NCT04052204'}
,1,ff-,FALSE,1,FALSE,FALSE,,{'NCT04047251'}
