TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,nct_ids,link_to_ct_gov
,1,immunoassay inhibitors,FALSE,1,FALSE,FALSE,{'NCT04172805'},NCT04172805
,1,pave,FALSE,1,FALSE,FALSE,{'NCT04172844'},NCT04172844
,1,anti-mf therapy,FALSE,1,FALSE,TRUE,{'NCT04173494'},NCT04173494
,1,inhibitor therapy,FALSE,1,FALSE,TRUE,{'NCT04173494'},NCT04173494
,1,new,TRUE,1,FALSE,FALSE,{'NCT04173533'},NCT04173533
1,,fludarabin,FALSE,1,FALSE,FALSE,{'NCT04173585'},NCT04173585
1,,apatulamide,FALSE,1,FALSE,FALSE,{'NCT04181203'},NCT04181203
,1,ga,FALSE,1,FALSE,FALSE,{'NCT04173585'},NCT04173585
,1,targeting,FALSE,1,FALSE,FALSE,{'NCT04173585'},NCT04173585
,1,injeciton,FALSE,1,FALSE,FALSE,{'NCT04175847'},NCT04175847
1,,rc88-adc,FALSE,1,FALSE,FALSE,{'NCT04175847'},NCT04175847
,1,original targeted,FALSE,1,FALSE,FALSE,{'NCT04172805'},NCT04172805
1,,bxcl701,FALSE,1,FALSE,FALSE,{'NCT04171219'},NCT04171219
,1,dpp,FALSE,1,FALSE,FALSE,{'NCT04171219'},NCT04171219
,1,srt,FALSE,1,FALSE,FALSE,{'NCT04181203'},NCT04181203
,1,isopropyl alcohol,FALSE,1,FALSE,FALSE,{'NCT04181463'},NCT04181463
1,,gb222,FALSE,1,FALSE,FALSE,{'NCT04178057'},NCT04178057
1,,maleate,FALSE,1,FALSE,FALSE,{'NCT04179656'},NCT04179656
1,,ganciclovir,FALSE,1,FALSE,FALSE,{'NCT04180059'},NCT04180059
"
",1,bt5528 -,FALSE,1,FALSE,FALSE,{'NCT04180371'},NCT04180371
1,,bt5528,FALSE,1,FALSE,FALSE,{'NCT04180371'},NCT04180371
,1,bt5528 therapy,FALSE,1,FALSE,TRUE,{'NCT04180371'},NCT04180371
,1,-l1 therapy,FALSE,1,FALSE,TRUE,{'NCT04165096'},NCT04165096
,1,nb-,FALSE,1,FALSE,FALSE,{'NCT04167774'},NCT04167774
,1,platinum-based therapy,FALSE,1,FALSE,TRUE,{'NCT04167774'},NCT04167774
,1,ven) +,FALSE,1,FALSE,FALSE,{'NCT04169737'},NCT04169737
1,,talabostat,FALSE,1,FALSE,FALSE,{'NCT04171219'},NCT04171219
,1,peptidases,FALSE,1,FALSE,FALSE,{'NCT04171219'},NCT04171219
1,,indocyanine,FALSE,1,FALSE,FALSE,{'NCT04173676'},NCT04173676
